Circuit delay: 661.45607 ps

Gate slacks:
NOT-U366: 488.04886 ps
AND-U307: 520.50010 ps
NOT-U369: 638.44207 ps
NOT-U367: 552.31105 ps
OR-U385: 157.04596 ps
NAND-U407: 506.48863 ps
OUTPUT-PUNTI_RETTA_REG_7__SCAN_IN: 727.60167 ps
OUTPUT-PUNTI_RETTA_REG_6__SCAN_IN: 727.60167 ps
OUTPUT-PUNTI_RETTA_REG_5__SCAN_IN: 727.60167 ps
OUTPUT-PUNTI_RETTA_REG_4__SCAN_IN: 727.60167 ps
OUTPUT-PUNTI_RETTA_REG_3__SCAN_IN: 727.60167 ps
OUTPUT-PUNTI_RETTA_REG_2__SCAN_IN: 727.60167 ps
OUTPUT-PUNTI_RETTA_REG_1__SCAN_IN: 727.60167 ps
OUTPUT-PUNTI_RETTA_REG_0__SCAN_IN: 727.60167 ps
NOT-U377: 66.14561 ps
NOT-U378: 66.14561 ps
NOT-U379: 66.14561 ps
NOT-U380: 66.14561 ps
NOT-U364: 526.97573 ps
NOT-U362: 497.41708 ps
NOT-U359: 519.51627 ps
OR-U505: 623.82623 ps
NOT-U360: 530.09278 ps
NAND-U361: 67.35674 ps
NOR-U405: 455.51393 ps
NOT-U381: 512.74758 ps
NOT-U382: 512.74758 ps
NOT-U384: 512.74758 ps
NOT-U368: 187.46063 ps
NAND-U370: 158.95798 ps
OR-U371: 416.11325 ps
NAND-U387: 171.25278 ps
OR-U406: 520.31792 ps
NAND-U552: 633.89390 ps
NAND-U562: 552.31105 ps
NOT-U408: 157.04596 ps
NOT-U416: 579.66340 ps
NAND-U570: 626.25078 ps
NAND-U572: 626.25078 ps
NAND-U574: 626.25078 ps
NAND-U576: 626.25078 ps
NAND-U578: 626.25078 ps
NAND-U580: 626.25078 ps
NAND-U582: 626.25078 ps
AND-U404: 66.14561 ps
AND-U308: 497.41708 ps
NAND-U499: 607.85439 ps
NAND-U565: 519.51627 ps
NOT-U417: 67.35674 ps
NAND-U373: 455.51393 ps
NAND-U476: 511.81618 ps
NAND-U517: 451.10219 ps
NAND-U520: 374.87679 ps
NAND-U523: 335.18526 ps
NAND-U526: 295.49374 ps
NAND-U529: 255.80448 ps
NAND-U532: 216.51255 ps
NAND-U535: 187.46063 ps
NOT-U415: 158.95798 ps
NOT-U427: 416.11325 ps
NAND-U480: 611.53721 ps
NAND-U482: 611.53721 ps
NOT-U409: 171.25278 ps
NAND-U537: 164.81577 ps
NOT-U423: 520.31792 ps
NAND-U386: 503.67879 ps
NAND-U516: 420.56560 ps
NAND-U519: 344.33744 ps
NAND-U522: 304.64590 ps
NAND-U525: 264.95438 ps
NAND-U528: 225.26513 ps
NAND-U531: 185.97319 ps
NAND-U534: 157.04596 ps
NAND-U566: 497.41708 ps
NAND-U363: 67.35674 ps
NAND-U494: 550.38978 ps
NOT-U432: 455.51393 ps
NAND-U430: 416.11325 ps
NAND-U457: 524.81440 ps
NAND-U515: 434.56036 ps
NAND-U518: 358.32739 ps
NAND-U521: 318.63585 ps
NAND-U524: 278.94433 ps
NAND-U527: 239.25508 ps
NAND-U530: 199.96314 ps
NAND-U533: 171.25278 ps
NAND-U539: 400.30802 ps
NAND-U541: 336.55376 ps
NAND-U543: 296.86223 ps
NAND-U545: 257.17071 ps
NAND-U547: 217.48146 ps
NAND-U549: 178.18952 ps
NAND-U551: 164.81577 ps
NAND-U563: 520.31792 ps
NOT-U510: 503.67879 ps
NAND-U511: 551.70519 ps
NAND-U512: 551.70519 ps
NAND-U513: 551.70519 ps
NAND-U514: 551.70519 ps
NAND-U569: 551.70519 ps
NAND-U585: 551.70519 ps
NAND-U587: 551.70519 ps
NAND-U392: 497.41708 ps
NOT-U418: 67.35674 ps
NAND-U478: 597.36217 ps
NAND-U317: 420.56560 ps
NAND-U318: 344.33744 ps
NAND-U319: 304.64590 ps
NAND-U320: 264.95438 ps
NAND-U321: 225.26513 ps
NAND-U322: 185.97319 ps
NAND-U323: 157.04596 ps
NAND-U393: 520.31792 ps
NAND-U414: 503.67879 ps
NOT-U567: 497.41708 ps
NAND-U365: 66.14561 ps
NAND-U500: 544.98934 ps
NOT-R182_U18: 420.56560 ps
NOT-R182_U16: 416.01249 ps
NOT-R182_U14: 416.01249 ps
NOT-R182_U12: 416.01249 ps
NOT-R182_U10: 416.01294 ps
NOT-R182_U8: 430.47027 ps
NOT-R182_U5: 462.68652 ps
AND-U304: 525.56384 ps
AND-U305: 520.31792 ps
NOT-U564: 542.10078 ps
NAND-U327: 503.67879 ps
NAND-U328: 503.67879 ps
NAND-U329: 503.67879 ps
NAND-U330: 503.67879 ps
NAND-U383: 497.41708 ps
NAND-U374: 88.69393 ps
NOT-U419: 66.14561 ps
NAND-U501: 521.42800 ps
NAND-U413: 520.31792 ps
NAND-U485: 542.10078 ps
NAND-U487: 542.10078 ps
NAND-U489: 542.10078 ps
NAND-U491: 542.10078 ps
NAND-U493: 542.10078 ps
NAND-U498: 542.10078 ps
NAND-U504: 542.10078 ps
NAND-U509: 542.10078 ps
OUTPUT-U327: 503.67879 ps
OUTPUT-U328: 503.67879 ps
OUTPUT-U329: 503.67879 ps
OUTPUT-U330: 503.67879 ps
NOT-U495: 497.41708 ps
NAND-U496: 528.17631 ps
NAND-U586: 520.70309 ps
NAND-U376: 445.93180 ps
NOT-U410: 446.73713 ps
NAND-U411: 66.14561 ps
NAND-U420: 532.30975 ps
NAND-U424: 505.32360 ps
NAND-U502: 521.42800 ps
NAND-U568: 520.70309 ps
NAND-U506: 497.41708 ps
NAND-U403: 520.70309 ps
AND-U306: 445.93180 ps
NOT-U477: 474.54346 ps
NAND-U479: 488.57355 ps
NAND-U481: 488.57355 ps
NAND-U483: 488.57355 ps
NAND-U458: 446.73713 ps
NAND-U428: 507.39192 ps
NAND-U431: 341.04120 ps
NAND-U536: 66.14561 ps
NAND-U421: 532.30975 ps
NAND-U425: 505.32360 ps
NAND-U394: 520.70309 ps
NAND-U507: 497.41708 ps
NAND-U584: 510.81853 ps
OUTPUT-U403: 520.70309 ps
NAND-U555: 445.93180 ps
NAND-U557: 445.93180 ps
NAND-U559: 445.93180 ps
NAND-U560: 457.68823 ps
AND-U339: 474.54346 ps
AND-U340: 474.54346 ps
AND-U341: 474.54346 ps
AND-U342: 474.54346 ps
NAND-U561: 476.05627 ps
NAND-U554: 488.57355 ps
NAND-U556: 488.57355 ps
NAND-U558: 488.57355 ps
NAND-U375: 446.73713 ps
NAND-U429: 507.39192 ps
NAND-U372: 341.04120 ps
AND-U309: 372.68395 ps
NAND-U538: 301.63786 ps
NAND-U540: 237.87326 ps
NAND-U542: 198.18173 ps
NAND-U544: 158.49020 ps
NAND-U546: 118.80095 ps
NAND-U548: 79.50902 ps
NAND-U550: 66.14561 ps
NAND-U422: 532.30975 ps
NAND-U426: 505.32360 ps
OUTPUT-U394: 520.70309 ps
NAND-U402: 510.81853 ps
OUTPUT-U339: 474.54346 ps
OUTPUT-U340: 474.54346 ps
OUTPUT-U341: 474.54346 ps
OUTPUT-U342: 474.54346 ps
NAND-U391: 457.68823 ps
NAND-U388: 445.93180 ps
NAND-U389: 445.93180 ps
NAND-U390: 445.93180 ps
AND-U301: 446.73713 ps
NOT-U459: 464.21833 ps
NAND-U326: 507.39192 ps
NOT-U412: 341.04120 ps
NAND-U435: 447.37921 ps
NAND-U438: 447.37921 ps
NAND-U441: 447.37921 ps
NAND-U444: 447.37921 ps
NAND-U447: 447.37921 ps
NAND-U450: 447.37921 ps
NAND-U453: 447.37921 ps
NAND-U456: 447.37921 ps
NOT-R182_U28: 372.68395 ps
NAND-U310: 301.63786 ps
NAND-U311: 237.87326 ps
NAND-U312: 198.18173 ps
NAND-U313: 158.49020 ps
NAND-U314: 118.80095 ps
NAND-U315: 79.50902 ps
NAND-U316: 66.14561 ps
NAND-U324: 532.30975 ps
NAND-U553: 505.32360 ps
OUTPUT-U402: 510.81853 ps
OUTPUT-U391: 457.68823 ps
OUTPUT-U388: 445.93180 ps
OUTPUT-U389: 445.93180 ps
OUTPUT-U390: 445.93180 ps
NAND-U461: 464.21833 ps
NAND-U463: 464.21833 ps
NAND-U465: 464.21833 ps
NAND-U467: 464.21833 ps
NAND-U469: 464.21833 ps
NAND-U471: 464.21833 ps
NAND-U473: 464.21833 ps
NAND-U475: 464.21833 ps
OUTPUT-U326: 507.39192 ps
AND-U300: 341.04120 ps
NOT-R182_U19: 301.63786 ps
NAND-R182_U68: 326.29778 ps
NOT-R182_U15: 311.84784 ps
OR-R182_U57: 237.87326 ps
NAND-R182_U59: 258.53144 ps
NAND-R182_U73: 323.11588 ps
NOT-R182_U13: 311.84784 ps
OR-R182_U53: 198.18173 ps
NAND-R182_U55: 218.83990 ps
NAND-R182_U78: 323.11588 ps
NOT-R182_U11: 311.84784 ps
OR-R182_U49: 158.49020 ps
NAND-R182_U51: 179.14837 ps
NAND-R182_U83: 323.11588 ps
NOT-R182_U9: 311.84830 ps
OR-R182_U45: 118.80095 ps
NAND-R182_U47: 139.45692 ps
NAND-R182_U88: 323.11634 ps
NOT-R182_U7: 326.30562 ps
OR-R182_U41: 79.50902 ps
NAND-R182_U43: 99.78062 ps
NAND-R182_U92: 337.57366 ps
NOT-R182_U4: 372.29515 ps
NAND-R182_U6: 66.14561 ps
NAND-R182_U98: 383.55071 ps
OUTPUT-U324: 532.30975 ps
NAND-U325: 505.32360 ps
AND-U302: 341.04120 ps
AND-U303: 341.04120 ps
NAND-R182_U67: 309.09405 ps
NAND-R182_U72: 311.84784 ps
NAND-R182_U77: 311.84784 ps
NAND-R182_U82: 311.84784 ps
NAND-R182_U87: 311.84830 ps
NAND-R182_U93: 326.30562 ps
NAND-R182_U97: 372.29515 ps
NOT-R182_U40: 66.14561 ps
OUTPUT-U325: 505.32360 ps
NAND-U434: 341.04120 ps
NAND-U437: 341.04120 ps
NAND-U440: 341.04120 ps
NAND-U443: 341.04120 ps
NAND-U446: 341.04120 ps
NAND-U449: 341.04120 ps
NAND-U452: 341.04120 ps
NAND-U455: 341.04120 ps
NAND-R182_U22: 309.09405 ps
NAND-R182_U23: 311.84784 ps
NAND-R182_U24: 311.84784 ps
NAND-R182_U25: 311.84784 ps
NAND-R182_U26: 311.84830 ps
NAND-R182_U27: 326.30562 ps
NAND-R182_U21: 372.29515 ps
NAND-R182_U42: 66.14561 ps
NOT-R182_U69: 309.09405 ps
NOT-R182_U74: 311.84784 ps
NOT-R182_U79: 311.84784 ps
NOT-R182_U84: 311.84784 ps
NOT-R182_U89: 311.84830 ps
NOT-R182_U94: 326.30562 ps
NAND-R182_U96: 337.49733 ps
NAND-U454: 341.04120 ps
NAND-U474: 388.40393 ps
NAND-U508: 374.69257 ps
NAND-U577: 388.40393 ps
NAND-R182_U38: 66.14561 ps
NAND-R182_U95: 326.30562 ps
NAND-U351: 341.04120 ps
NAND-U343: 388.40393 ps
NAND-U331: 374.69257 ps
NAND-U398: 388.40393 ps
NOT-R182_U44: 283.59842 ps
NAND-R182_U46: 66.14561 ps
NAND-R182_U91: 295.10613 ps
NAND-R182_U20: 326.30562 ps
OUTPUT-U351: 341.04120 ps
OUTPUT-U343: 388.40393 ps
OUTPUT-U331: 374.69257 ps
OUTPUT-U398: 388.40393 ps
NAND-R182_U90: 283.59842 ps
NAND-R182_U36: 66.14561 ps
NAND-U451: 326.30562 ps
NAND-U472: 340.01688 ps
NAND-U503: 326.30562 ps
NAND-U575: 340.01688 ps
AND-R182_U39: 283.59842 ps
NOT-R182_U48: 243.90674 ps
NAND-R182_U50: 66.14561 ps
NAND-R182_U86: 255.41568 ps
NAND-U352: 326.30562 ps
NAND-U344: 340.01688 ps
NAND-U332: 326.30562 ps
NAND-U397: 340.01688 ps
NAND-U448: 283.59842 ps
NAND-U470: 297.29994 ps
NAND-U497: 283.59842 ps
NAND-U583: 297.29994 ps
NAND-R182_U85: 243.90674 ps
NAND-R182_U34: 66.14561 ps
OUTPUT-U352: 326.30562 ps
OUTPUT-U344: 340.01688 ps
OUTPUT-U332: 326.30562 ps
OUTPUT-U397: 340.01688 ps
NAND-U353: 283.59842 ps
NAND-U345: 297.29994 ps
NAND-U333: 283.59842 ps
NAND-U401: 297.29994 ps
AND-R182_U37: 243.90674 ps
NOT-R182_U52: 204.21520 ps
NAND-R182_U54: 66.14561 ps
NAND-R182_U81: 215.72415 ps
OUTPUT-U353: 283.59842 ps
OUTPUT-U345: 297.29994 ps
OUTPUT-U333: 283.59842 ps
OUTPUT-U401: 297.29994 ps
NAND-U445: 243.90674 ps
NAND-U468: 257.60826 ps
NAND-U492: 243.90674 ps
NAND-U571: 257.60826 ps
NAND-R182_U80: 204.21520 ps
NAND-R182_U32: 66.14561 ps
NAND-U354: 243.90674 ps
NAND-U346: 257.60826 ps
NAND-U334: 243.90674 ps
NAND-U395: 257.60826 ps
AND-R182_U35: 204.21520 ps
NOT-R182_U56: 164.52367 ps
NAND-R182_U58: 66.14561 ps
NAND-R182_U76: 176.03262 ps
OUTPUT-U354: 243.90674 ps
OUTPUT-U346: 257.60826 ps
OUTPUT-U334: 243.90674 ps
OUTPUT-U395: 257.60826 ps
NAND-U442: 204.21520 ps
NAND-U466: 217.91673 ps
NAND-U490: 204.21520 ps
NAND-U579: 217.91673 ps
NAND-R182_U75: 164.52367 ps
NAND-R182_U17: 66.14561 ps
NAND-U355: 204.21520 ps
NAND-U347: 217.91673 ps
NAND-U335: 204.21520 ps
NAND-U399: 217.91673 ps
AND-R182_U33: 164.52367 ps
NOT-R182_U60: 66.14561 ps
NAND-R182_U63: 97.09512 ps
NAND-R182_U71: 136.34065 ps
OUTPUT-U355: 204.21520 ps
OUTPUT-U347: 217.91673 ps
OUTPUT-U335: 204.21520 ps
OUTPUT-U399: 217.91673 ps
NAND-U439: 164.52367 ps
NAND-U464: 178.22519 ps
NAND-U488: 164.52367 ps
NAND-U573: 178.22519 ps
NAND-R182_U61: 66.14561 ps
NAND-R182_U70: 118.97323 ps
NAND-U356: 164.52367 ps
NAND-U348: 178.22519 ps
NAND-U336: 164.52367 ps
NAND-U396: 178.22519 ps
NAND-R182_U62: 66.14561 ps
AND-R182_U31: 118.97323 ps
OUTPUT-U356: 164.52367 ps
OUTPUT-U348: 178.22519 ps
OUTPUT-U336: 164.52367 ps
OUTPUT-U396: 178.22519 ps
NAND-R182_U29: 66.14561 ps
NAND-U436: 118.97323 ps
NAND-U462: 132.67481 ps
NAND-U486: 118.97323 ps
NAND-U581: 132.67481 ps
NOT-R182_U64: 66.14561 ps
NAND-R182_U65: 77.48836 ps
NAND-U357: 118.97323 ps
NAND-U349: 132.67481 ps
NAND-U337: 118.97323 ps
NAND-U400: 132.67481 ps
NAND-R182_U66: 66.14561 ps
OUTPUT-U357: 118.97323 ps
OUTPUT-U349: 132.67481 ps
OUTPUT-U337: 118.97323 ps
OUTPUT-U400: 132.67481 ps
AND-R182_U30: 66.14561 ps
NAND-U433: 66.14561 ps
NAND-U460: 79.68880 ps
NAND-U484: 66.14561 ps
NAND-U358: 66.14561 ps
NAND-U350: 79.68880 ps
NAND-U338: 66.14561 ps
OUTPUT-U358: 66.14561 ps
OUTPUT-U350: 79.68880 ps
OUTPUT-U338: 66.14561 ps

Critical path:
INPUT-MAR_REG_6__SCAN_IN,NOT-U378,AND-U404,NAND-U365,NOT-U419,NAND-U411,NAND-U536,NAND-U550,NAND-U316,NAND-R182_U6,NOT-R182_U40,NAND-R182_U42,NAND-R182_U38,NAND-R182_U46,NAND-R182_U36,NAND-R182_U50,NAND-R182_U34,NAND-R182_U54,NAND-R182_U32,NAND-R182_U58,NAND-R182_U17,NOT-R182_U60,NAND-R182_U61,NAND-R182_U62,NAND-R182_U29,NOT-R182_U64,NAND-R182_U66,AND-R182_U30,NAND-U484,NAND-U338,OUTPUT-U338
