Circuit delay: 777.29576 ps

Gate slacks:
NOT-ADD_88_U15: 566.50293 ps
NOT-R254_U26: 484.09726 ps
NAND-R254_U91: 510.13596 ps
NAND-R254_U93: 523.33654 ps
AND-U311: 378.50610 ps
NOT-R229_U8: 368.27801 ps
NOT-ADD_88_U8: 698.57341 ps
NAND-ADD_88_U24: 563.95770 ps
NAND-ADD_88_U31: 701.76935 ps
NOT-R254_U25: 444.40571 ps
NAND-R254_U86: 470.44441 ps
NAND-R254_U88: 483.64501 ps
NAND-U562: 697.22858 ps
NAND-U425: 804.18259 ps
NAND-U422: 777.42168 ps
NAND-U393: 555.95599 ps
NAND-U427: 737.34244 ps
AND-U325: 503.12607 ps
AND-U344: 614.37287 ps
AND-U345: 600.66643 ps
AND-U346: 517.52530 ps
AND-U347: 477.83701 ps
AND-U348: 470.23588 ps
AND-U349: 367.52285 ps
AND-U350: 359.92168 ps
AND-U351: 256.84711 ps
AND-U352: 251.90208 ps
NAND-U417: 677.28799 ps
NOT-R248_U7: 682.20217 ps
NAND-U355: 320.05754 ps
OR-GT_80_U10: 336.80534 ps
NAND-ADD_88_U41: 692.54172 ps
NAND-U557: 320.70387 ps
NAND-U559: 314.48824 ps
NAND-U356: 124.44346 ps
NAND-U558: 248.88595 ps
NOT-R229_U4: 77.72958 ps
NAND-R229_U124: 601.61630 ps
NAND-U548: 198.69899 ps
NAND-U556: 370.78736 ps
NAND-R229_U78: 128.80922 ps
NAND-U555: 284.96467 ps
NAND-R254_U75: 289.06227 ps
NAND-R254_U77: 304.51739 ps
NAND-R254_U80: 321.66871 ps
NAND-R254_U82: 338.59508 ps
NAND-U433: 758.97340 ps
NAND-U560: 310.94416 ps
NAND-ADD_53_U33: 776.23353 ps
NAND-ADD_53_U32: 770.20184 ps
NOT-ADD_53_U20: 644.57798 ps
NAND-ADD_53_U30: 767.18438 ps
NAND-R229_U84: 610.08874 ps
NAND-R254_U108: 599.04986 ps
NAND-R229_U89: 609.80393 ps
NAND-R254_U72: 573.60813 ps
NAND-R229_U94: 577.14272 ps
NOR-GT_87_U6: 463.17539 ps
NAND-R254_U105: 536.26249 ps
NOT-R248_U18: 471.71544 ps
NAND-R254_U100: 480.43735 ps
NAND-R254_U102: 497.36131 ps
NAND-U353: 501.04579 ps
NAND-R254_U95: 440.74582 ps
NAND-R254_U97: 457.66977 ps
NAND-U354: 430.38572 ps
NAND-R254_U90: 401.05428 ps
NAND-R254_U92: 417.97824 ps
NOT-R248_U11: 378.50610 ps
NAND-ADD_88_U40: 698.57341 ps
NAND-ADD_88_U9: 563.95770 ps
NAND-R254_U85: 361.36274 ps
NAND-R254_U87: 378.28671 ps
NOT-U430: 555.95599 ps
NAND-U531: 682.32747 ps
NAND-U534: 682.32747 ps
NAND-U537: 682.32747 ps
NAND-U540: 682.32747 ps
NAND-U543: 682.32747 ps
NAND-U546: 682.32747 ps
AND-U309: 585.86643 ps
NAND-U426: 765.98866 ps
NOT-R248_U40: 614.37287 ps
NOT-R248_U22: 600.66643 ps
NOT-R248_U20: 517.52530 ps
NOT-R248_U19: 477.83701 ps
NOT-R248_U17: 595.18814 ps
NOT-R248_U14: 367.52285 ps
NOT-R248_U12: 595.18790 ps
NOT-R248_U9: 256.84711 ps
NOT-R248_U23: 251.90208 ps
NOT-U434: 677.28799 ps
NAND-U563: 718.55019 ps
NAND-U565: 718.55019 ps
NAND-U567: 718.55019 ps
NAND-U569: 718.55019 ps
NAND-U571: 718.55019 ps
NAND-U573: 718.55019 ps
NAND-R248_U75: 657.21117 ps
NOT-R248_U8: 320.05754 ps
AND-GT_80_U8: 336.80534 ps
NOT-U547: 201.14449 ps
NAND-R229_U81: 214.70980 ps
NAND-R229_U79: 77.72958 ps
NAND-R229_U85: 559.05514 ps
NAND-R229_U90: 558.77033 ps
NAND-R229_U95: 526.10913 ps
NAND-R229_U125: 550.58271 ps
NAND-U357: 124.44346 ps
NAND-R254_U41: 289.06227 ps
NAND-R254_U79: 304.51739 ps
NAND-R254_U45: 321.66871 ps
NAND-R254_U84: 338.59508 ps
AND-U410: 248.88595 ps
NAND-ADD_53_U17: 770.20184 ps
NAND-ADD_53_U9: 644.57798 ps
NAND-ADD_53_U31: 750.02399 ps
NAND-R254_U21: 599.04986 ps
NAND-R254_U11: 573.60813 ps
NOT-U419: 463.17539 ps
NAND-R254_U12: 536.26249 ps
NAND-R248_U65: 471.71544 ps
NAND-R248_U69: 511.40685 ps
NAND-R248_U76: 581.85871 ps
NAND-R248_U81: 574.27828 ps
NAND-R248_U86: 545.59269 ps
NAND-R248_U91: 568.85616 ps
NAND-R254_U61: 480.43735 ps
NAND-R254_U104: 497.36131 ps
NOT-R248_U16: 501.04579 ps
NAND-R254_U57: 440.74582 ps
NAND-R254_U99: 457.66977 ps
NOT-R248_U13: 430.38572 ps
NAND-R254_U53: 401.05428 ps
NAND-R254_U94: 417.97824 ps
NAND-R248_U106: 606.43388 ps
NAND-ADD_88_U20: 692.54172 ps
NAND-ADD_88_U7: 683.72016 ps
NOT-ADD_88_U25: 563.95770 ps
NAND-ADD_88_U38: 669.92559 ps
NAND-R254_U49: 361.36274 ps
NAND-R254_U89: 378.28671 ps
AND-U316: 574.71421 ps
AND-U329: 622.61712 ps
NAND-U435: 555.95599 ps
NAND-U361: 765.98866 ps
NAND-R248_U77: 614.37287 ps
NAND-R248_U82: 600.66643 ps
NAND-R248_U67: 517.52530 ps
NAND-R248_U87: 566.02233 ps
NAND-R248_U63: 477.83701 ps
NAND-R248_U92: 589.28580 ps
NAND-R248_U97: 595.18814 ps
NAND-R248_U55: 367.52285 ps
NAND-R248_U102: 589.44903 ps
NAND-R248_U107: 595.18790 ps
NAND-R248_U47: 256.84711 ps
NAND-R248_U112: 589.51296 ps
NAND-R248_U45: 251.90208 ps
NAND-U564: 677.28799 ps
NAND-U566: 677.28799 ps
NAND-U568: 677.28799 ps
NAND-U570: 677.28799 ps
NAND-U572: 677.28799 ps
NAND-U574: 677.28799 ps
NAND-R248_U49: 288.69718 ps
NAND-R248_U111: 606.71745 ps
NOR-GT_80_U9: 336.80534 ps
NAND-R229_U82: 193.68610 ps
NAND-R229_U18: 77.72958 ps
NAND-R229_U22: 559.05514 ps
NAND-R229_U23: 558.77033 ps
NAND-R229_U24: 526.10913 ps
NAND-R229_U30: 550.58271 ps
NOT-U549: 124.44346 ps
NAND-R229_U76: 135.67980 ps
NAND-R254_U43: 289.06227 ps
NAND-R254_U42: 304.51739 ps
NAND-R254_U46: 338.59508 ps
NAND-U385: 248.88595 ps
NOT-ADD_53_U21: 644.57798 ps
NAND-ADD_53_U28: 730.03987 ps
NAND-ADD_53_U16: 750.02399 ps
NOT-R254_U110: 599.04986 ps
NOT-R254_U74: 592.94601 ps
NAND-U431: 707.63012 ps
NAND-U553: 463.17539 ps
NOT-R254_U107: 591.77668 ps
NAND-R254_U62: 497.36131 ps
NAND-R248_U96: 606.43412 ps
NAND-R254_U58: 457.66977 ps
NAND-R248_U57: 399.02536 ps
NAND-R248_U101: 606.65352 ps
NAND-R254_U54: 417.97824 ps
NAND-ADD_88_U26: 563.95770 ps
NAND-ADD_88_U30: 624.92566 ps
NAND-ADD_88_U39: 647.02698 ps
NAND-R254_U50: 378.28671 ps
AND-U323: 574.71421 ps
AND-U328: 591.99682 ps
NAND-U529: 622.61712 ps
NAND-U538: 622.61712 ps
NAND-U544: 622.61712 ps
OUTPUT-U361: 765.98866 ps
NAND-R248_U32: 581.85871 ps
NAND-R248_U33: 574.27828 ps
NAND-R248_U34: 545.59269 ps
NAND-R248_U35: 568.85616 ps
NAND-R248_U38: 595.18790 ps
NAND-R248_U6: 628.68666 ps
NOT-R248_U46: 603.76736 ps
NAND-R248_U48: 251.90208 ps
NAND-U404: 677.28799 ps
NAND-U405: 677.28799 ps
NAND-U406: 677.28799 ps
NAND-U407: 677.28799 ps
NAND-U408: 677.28799 ps
NAND-U409: 677.28799 ps
NAND-R248_U39: 589.51296 ps
NOR-GT_80_U6: 336.80534 ps
NAND-R229_U19: 193.68610 ps
NAND-R229_U43: 93.07728 ps
NAND-R229_U57: 256.98940 ps
NOT-R229_U80: 77.72958 ps
NAND-R229_U110: 478.74031 ps
NOT-R229_U86: 559.05514 ps
NOT-R229_U91: 558.77033 ps
NOT-R229_U96: 526.10913 ps
NOT-R229_U126: 550.58271 ps
NAND-R229_U75: 124.44346 ps
NAND-R254_U38: 289.06227 ps
NAND-R254_U39: 523.13930 ps
NAND-R254_U71: 531.83471 ps
AND-U332: 404.69558 ps
NAND-U333: 376.68865 ps
NAND-U334: 339.09624 ps
AND-U335: 318.72340 ps
AND-U336: 282.69684 ps
NAND-U337: 324.64696 ps
NOT-U421: 248.88595 ps
NAND-U432: 550.62891 ps
NAND-ADD_53_U11: 644.57798 ps
NAND-ADD_53_U29: 712.87335 ps
NAND-R254_U67: 531.83716 ps
NAND-R248_U36: 595.18814 ps
NAND-R254_U68: 531.83716 ps
NAND-R248_U37: 589.44903 ps
NAND-R254_U69: 531.83716 ps
NAND-ADD_88_U11: 563.95770 ps
NAND-ADD_88_U19: 647.02698 ps
NAND-R254_U70: 531.83714 ps
NAND-U532: 591.99682 ps
NAND-U535: 591.99682 ps
NAND-U541: 591.99682 ps
NOT-R248_U78: 581.85871 ps
NOT-R248_U83: 574.27828 ps
NOT-R248_U88: 545.59269 ps
NOT-R248_U93: 568.85616 ps
NOT-R248_U108: 595.18790 ps
NAND-U545: 574.71421 ps
NAND-R248_U10: 251.90208 ps
OUTPUT-U404: 677.28799 ps
OUTPUT-U405: 677.28799 ps
OUTPUT-U406: 677.28799 ps
OUTPUT-U407: 677.28799 ps
OUTPUT-U408: 677.28799 ps
OUTPUT-U409: 677.28799 ps
NOT-R248_U113: 589.51296 ps
NAND-R248_U115: 600.69913 ps
NOT-U420: 336.80534 ps
OR-U550: 575.09511 ps
NAND-R229_U51: 203.03989 ps
NOT-R229_U83: 193.68610 ps
NAND-R229_U100: 480.88289 ps
NAND-R229_U115: 492.29611 ps
NAND-R229_U44: 93.07728 ps
NAND-R229_U45: 77.72958 ps
NAND-R229_U55: 213.47019 ps
NAND-R229_U109: 449.50098 ps
NAND-R229_U128: 517.48100 ps
NAND-R229_U127: 547.01366 ps
NAND-R229_U17: 124.44346 ps
NOT-R254_U44: 494.29756 ps
NAND-R254_U47: 289.06227 ps
NOT-R254_U66: 523.13930 ps
NAND-R254_U127: 534.36136 ps
NAND-R254_U125: 514.43880 ps
NOT-R259_U7: 406.49458 ps
NOT-R259_U15: 387.06063 ps
NOT-R259_U14: 339.09624 ps
NOT-R259_U11: 330.78168 ps
NOT-R259_U10: 282.69684 ps
AND-U338: 337.87825 ps
NAND-U339: 311.77517 ps
NAND-U340: 298.30608 ps
AND-U341: 251.90607 ps
NAND-U342: 250.74548 ps
AND-U343: 248.88595 ps
NAND-U423: 527.61135 ps
NAND-U436: 406.42915 ps
NAND-U450: 266.98741 ps
NAND-U363: 550.62891 ps
NOT-ADD_53_U22: 644.57798 ps
NAND-ADD_53_U26: 692.89072 ps
NAND-ADD_53_U15: 712.87335 ps
NOT-R248_U98: 595.18814 ps
NOT-R248_U103: 589.44903 ps
AND-ADD_88_U6: 608.63364 ps
NOT-ADD_88_U27: 563.95770 ps
NAND-ADD_88_U36: 662.99487 ps
NAND-U364: 574.71421 ps
NOT-R248_U50: 251.90208 ps
NAND-R248_U53: 282.85531 ps
NAND-R248_U110: 575.15963 ps
NAND-R248_U114: 589.51296 ps
NAND-U554: 336.80534 ps
NAND-U561: 575.09511 ps
NAND-R229_U53: 193.68610 ps
NAND-R229_U99: 457.27572 ps
NAND-R229_U114: 468.68893 ps
NAND-R229_U6: 77.72958 ps
NAND-R229_U27: 449.50098 ps
AND-R229_U42: 517.48100 ps
NAND-R229_U59: 271.57217 ps
NOT-R229_U77: 124.44346 ps
NAND-R229_U105: 481.42385 ps
NAND-R229_U120: 467.66934 ps
NAND-R254_U126: 494.29756 ps
NAND-R254_U37: 289.06227 ps
NAND-R254_U128: 523.13930 ps
NOT-R259_U16: 337.87825 ps
NAND-R259_U33: 362.86577 ps
NOT-R259_U8: 311.77517 ps
NAND-R259_U30: 346.27047 ps
NOT-R259_U13: 311.77517 ps
NAND-R259_U25: 298.30608 ps
NOT-R259_U12: 251.90607 ps
NAND-R259_U24: 287.15287 ps
NOT-R259_U9: 263.11585 ps
NAND-R259_U19: 250.74548 ps
NOT-R259_U17: 248.88595 ps
NAND-U360: 527.61135 ps
NAND-U394: 406.42915 ps
OUTPUT-U363: 550.62891 ps
NAND-ADD_53_U19: 644.57798 ps
NAND-ADD_53_U27: 675.72414 ps
NAND-ADD_88_U13: 563.95770 ps
NAND-ADD_88_U37: 645.80079 ps
OUTPUT-U364: 574.71421 ps
NAND-R248_U51: 251.90208 ps
NAND-R248_U109: 557.95682 ps
NAND-R248_U31: 589.51296 ps
NAND-U451: 336.80534 ps
NAND-U428: 575.09511 ps
NAND-R229_U25: 457.27572 ps
NAND-R229_U28: 468.68893 ps
NOT-R229_U46: 77.72958 ps
NAND-R229_U49: 108.68276 ps
NOT-R229_U111: 449.50098 ps
NAND-R229_U61: 256.59165 ps
NAND-R229_U104: 452.18497 ps
NAND-R229_U119: 438.43046 ps
NAND-R254_U20: 494.29756 ps
NOT-R254_U48: 454.60820 ps
NAND-R254_U51: 289.06227 ps
NAND-R254_U123: 474.74721 ps
NAND-R254_U15: 523.13930 ps
NAND-R259_U18: 337.87825 ps
NAND-R259_U28: 311.77517 ps
NAND-R259_U27: 311.77517 ps
NAND-R259_U22: 251.90607 ps
NAND-R259_U21: 263.11585 ps
NAND-R259_U20: 248.88595 ps
OUTPUT-U360: 527.61135 ps
NOT-U437: 456.50879 ps
NOT-ADD_53_U23: 644.57798 ps
NAND-ADD_53_U24: 655.78026 ps
NAND-ADD_53_U14: 675.72414 ps
NOT-ADD_88_U28: 563.95770 ps
NAND-ADD_88_U34: 612.27061 ps
NAND-ADD_88_U18: 645.80079 ps
NAND-R248_U52: 251.90208 ps
NAND-R248_U30: 557.95682 ps
NAND-U542: 574.71421 ps
NAND-U398: 266.98741 ps
NOT-R229_U101: 457.27572 ps
NOT-R229_U116: 468.68893 ps
NAND-R229_U47: 77.72958 ps
NAND-R229_U26: 452.18497 ps
NAND-R229_U29: 438.43046 ps
NAND-R254_U124: 454.60820 ps
NAND-R254_U36: 289.06227 ps
NAND-R259_U23: 248.88595 ps
NAND-U439: 456.50879 ps
NAND-U441: 456.50879 ps
NAND-U443: 456.50879 ps
NAND-U445: 456.50879 ps
NAND-U447: 456.50879 ps
NAND-U449: 456.50879 ps
NAND-ADD_53_U25: 644.57798 ps
NAND-ADD_88_U22: 563.95770 ps
NAND-ADD_88_U35: 595.10381 ps
NAND-R248_U44: 251.90208 ps
NAND-U539: 574.71421 ps
NAND-U365: 574.71421 ps
AND-U313: 270.47526 ps
AND-U315: 266.98741 ps
AND-U320: 284.99175 ps
NOT-U453: 346.39895 ps
NAND-R229_U48: 77.72958 ps
NOT-R229_U106: 452.18497 ps
NOT-R229_U121: 438.43046 ps
NAND-R229_U123: 450.05685 ps
NAND-R254_U19: 454.60820 ps
NOT-R254_U52: 414.91668 ps
NAND-R254_U55: 289.06227 ps
NAND-R254_U121: 435.05567 ps
NAND-R259_U26: 248.88595 ps
NAND-ADD_53_U13: 644.57798 ps
NOT-ADD_88_U29: 563.95770 ps
NAND-ADD_88_U32: 575.15998 ps
NAND-ADD_88_U17: 595.10381 ps
NOT-R248_U54: 493.31028 ps
NAND-R248_U56: 251.90208 ps
NAND-R248_U105: 504.55303 ps
NAND-U366: 574.71421 ps
OUTPUT-U365: 574.71421 ps
AND-U318: 270.47526 ps
AND-U326: 331.07363 ps
NAND-U472: 332.46697 ps
NAND-U482: 332.46697 ps
NAND-U492: 332.46697 ps
NAND-U502: 332.46697 ps
NAND-U512: 332.46697 ps
NAND-U522: 332.46697 ps
AND-U319: 266.98741 ps
AND-U327: 332.50770 ps
NAND-U511: 332.46697 ps
NAND-U521: 332.46697 ps
AND-U314: 284.99175 ps
NAND-U470: 335.67362 ps
NAND-U480: 335.67362 ps
NAND-U490: 335.67362 ps
NAND-U500: 335.67362 ps
NAND-U510: 335.67362 ps
NAND-U520: 335.67362 ps
NAND-U458: 374.38875 ps
NAND-U463: 374.38875 ps
NAND-U469: 346.39895 ps
NAND-U479: 352.84432 ps
NAND-U489: 352.82741 ps
NAND-U499: 352.82741 ps
NAND-U509: 352.82741 ps
NAND-U519: 352.82741 ps
NAND-U528: 374.38875 ps
NAND-R229_U40: 77.72958 ps
NAND-R229_U122: 437.79675 ps
NAND-U501: 332.46697 ps
NAND-R254_U122: 414.91668 ps
NAND-R254_U35: 289.06227 ps
NAND-R259_U29: 248.88595 ps
NAND-ADD_88_U33: 563.95770 ps
NAND-R248_U104: 493.31028 ps
NAND-R248_U15: 251.90208 ps
OUTPUT-U366: 574.71421 ps
NAND-U526: 294.83747 ps
NAND-U460: 331.07363 ps
NAND-U465: 344.62782 ps
NAND-U506: 294.83747 ps
NAND-U516: 294.83747 ps
NAND-U525: 294.83747 ps
AND-U321: 284.99175 ps
AND-U322: 284.99175 ps
NAND-U513: 332.46697 ps
NAND-U523: 332.46697 ps
NOT-R229_U50: 386.54152 ps
NAND-R229_U52: 77.72958 ps
NAND-R229_U118: 397.80664 ps
AND-R229_U41: 437.79675 ps
NAND-U503: 332.46697 ps
NAND-R254_U18: 414.91668 ps
NOT-R254_U56: 375.22515 ps
NAND-R254_U59: 289.06227 ps
NAND-R254_U119: 395.36414 ps
NAND-R259_U31: 248.88595 ps
NAND-ADD_88_U16: 563.95770 ps
NAND-R248_U29: 493.31028 ps
NOT-R248_U58: 251.90208 ps
NAND-R248_U61: 282.85499 ps
NAND-R248_U100: 464.84516 ps
NAND-U466: 299.09460 ps
NAND-U475: 284.99175 ps
NAND-U485: 284.99175 ps
NAND-U495: 284.99175 ps
NAND-U505: 284.99175 ps
NAND-U515: 284.99175 ps
NAND-U474: 284.99175 ps
NAND-U484: 284.99175 ps
NAND-U494: 284.99175 ps
NAND-U504: 284.99175 ps
NAND-U514: 284.99175 ps
NAND-U524: 284.99175 ps
NAND-U518: 332.46697 ps
NAND-U527: 332.46697 ps
NAND-R229_U117: 386.54152 ps
NAND-R229_U38: 77.72958 ps
NAND-U517: 273.44500 ps
NAND-U508: 332.46697 ps
NAND-U491: 332.46697 ps
NAND-R254_U120: 375.22515 ps
NAND-R254_U34: 289.06227 ps
NAND-R259_U32: 248.88595 ps
NAND-U455: 331.07363 ps
NAND-U496: 294.83747 ps
NAND-U536: 526.69388 ps
NAND-R248_U59: 251.90208 ps
NAND-R248_U99: 447.64264 ps
NAND-U370: 284.99175 ps
NAND-R229_U21: 386.54152 ps
NOT-R229_U54: 333.34494 ps
NAND-R229_U56: 77.72958 ps
NAND-R229_U113: 344.84489 ps
AND-U416: 273.44500 ps
NAND-U493: 332.46697 ps
NAND-R254_U17: 375.22515 ps
NOT-R254_U60: 335.53361 ps
NAND-R254_U63: 289.06227 ps
NAND-R254_U117: 355.67261 ps
NAND-R259_U6: 248.88595 ps
NAND-U367: 526.69388 ps
NAND-R248_U60: 251.90208 ps
NAND-R248_U28: 447.64264 ps
OUTPUT-U370: 284.99175 ps
NAND-U507: 273.44500 ps
NAND-R229_U112: 333.34494 ps
NAND-R229_U37: 77.72958 ps
NAND-U371: 273.44500 ps
NAND-U498: 332.46697 ps
NAND-U481: 332.46697 ps
NAND-R254_U118: 335.53361 ps
NAND-R254_U32: 289.06227 ps
NOT-U392: 248.88595 ps
NAND-U429: 322.29604 ps
OUTPUT-U367: 526.69388 ps
NAND-R248_U43: 251.90208 ps
NAND-U486: 294.83747 ps
NAND-U533: 481.02212 ps
AND-U415: 273.44500 ps
AND-R229_U39: 333.34494 ps
NOT-R229_U58: 307.15787 ps
NAND-R229_U60: 77.72958 ps
NAND-R229_U108: 318.42371 ps
OUTPUT-U371: 273.44500 ps
NAND-U483: 332.46697 ps
NAND-R254_U16: 335.53361 ps
NAND-R254_U10: 289.06227 ps
NOT-R254_U64: 344.62972 ps
NAND-R254_U116: 356.12968 ps
AND-U317: 248.88595 ps
NAND-U362: 322.29604 ps
NOT-R248_U62: 382.99612 ps
NAND-R248_U64: 251.90208 ps
NAND-R248_U95: 394.23887 ps
NAND-U368: 481.02212 ps
NAND-U372: 273.44500 ps
NAND-U497: 273.44500 ps
NAND-R229_U107: 307.15787 ps
NAND-R229_U11: 77.72958 ps
NAND-U488: 332.46697 ps
NAND-U471: 332.46697 ps
NOT-R254_U40: 289.06227 ps
NAND-R254_U114: 337.36253 ps
NAND-R254_U115: 344.62972 ps
NAND-U438: 248.88595 ps
NAND-U440: 248.88595 ps
NAND-U442: 248.88595 ps
NAND-U444: 248.88595 ps
NAND-U446: 248.88595 ps
NAND-U448: 248.88595 ps
OUTPUT-U362: 322.29604 ps
NAND-R248_U94: 382.99612 ps
NAND-R248_U42: 251.90208 ps
OUTPUT-U368: 481.02212 ps
OUTPUT-U372: 273.44500 ps
AND-U414: 273.44500 ps
NAND-R229_U20: 307.15787 ps
NOT-R229_U62: 77.72958 ps
NAND-R229_U65: 108.68248 ps
NAND-R229_U103: 267.80339 ps
NAND-U473: 332.46697 ps
NAND-R254_U31: 289.06227 ps
NAND-R254_U113: 320.19092 ps
AND-R254_U33: 344.62972 ps
NAND-U384: 248.88595 ps
NAND-U383: 248.88595 ps
NAND-U382: 248.88595 ps
NAND-U381: 248.88595 ps
NAND-U380: 248.88595 ps
NAND-U379: 248.88595 ps
NAND-R248_U27: 382.99612 ps
NOT-R248_U66: 320.04126 ps
NAND-R248_U68: 251.90208 ps
NAND-R248_U90: 331.30709 ps
NAND-U373: 273.44500 ps
NAND-U487: 273.44500 ps
NAND-R229_U63: 77.72958 ps
NAND-R229_U102: 250.44155 ps
NAND-U478: 332.46697 ps
NOT-R254_U65: 289.06227 ps
NAND-R254_U112: 300.26461 ps
NAND-R254_U14: 320.19092 ps
NAND-U464: 344.62782 ps
OUTPUT-U384: 248.88595 ps
OUTPUT-U383: 248.88595 ps
OUTPUT-U382: 248.88595 ps
OUTPUT-U381: 248.88595 ps
OUTPUT-U380: 248.88595 ps
OUTPUT-U379: 248.88595 ps
NAND-U476: 294.83747 ps
NAND-U530: 416.37972 ps
NAND-R248_U89: 320.04126 ps
NAND-R248_U21: 251.90208 ps
