Circuit delay: 1230.34785 ps

Gate slacks:
OR-1409: 141.27463 ps
AND-1562: 804.40984 ps
AND-1909: 414.70384 ps
NAND-1912: 567.61513 ps
AND-1913: 391.89961 ps
NAND-1917: 469.09629 ps
AND-1922: 518.91122 ps
NAND-1926: 467.36435 ps
NAND-1738: 741.36547 ps
NAND-1747: 741.36547 ps
NOT-1768: 1154.04427 ps
AND-1586: 224.53151 ps
AND-1589: 221.79042 ps
AND-1597: 184.49844 ps
AND-1600: 240.16395 ps
NAND-1821: 751.48134 ps
NOT-1579: 227.11705 ps
AND-1580: 211.03345 ps
NOT-1582: 187.88660 ps
AND-1583: 171.80300 ps
NOT-1584: 205.01911 ps
AND-1585: 188.93551 ps
NOT-1587: 202.27802 ps
AND-1588: 186.19441 ps
NOT-1590: 150.81530 ps
AND-1591: 134.73170 ps
NOT-1593: 157.55086 ps
AND-1594: 141.46726 ps
NOT-1595: 164.98604 ps
AND-1596: 148.90244 ps
NOT-1598: 220.65154 ps
AND-1599: 204.56794 ps
NOT-1842: 746.29361 ps
NOT-1843: 764.86861 ps
NOT-1844: 781.73985 ps
NOT-1845: 811.32787 ps
NOT-1846: 811.06018 ps
NOT-1847: 811.32788 ps
NOT-1848: 811.06015 ps
NAND-1824: 829.41049 ps
NAND-1833: 787.75601 ps
NOT-1849: 227.73288 ps
AND-1850: 211.64664 ps
NOT-1851: 188.50243 ps
AND-1852: 172.41618 ps
NOT-1853: 205.63494 ps
AND-1854: 189.54869 ps
NOT-1855: 202.89385 ps
AND-1856: 186.80760 ps
NOT-1857: 139.12103 ps
AND-1858: 123.03479 ps
NOT-1859: 145.85015 ps
AND-1860: 129.76391 ps
NOT-1861: 153.27818 ps
AND-1862: 137.19194 ps
NOT-1863: 187.95143 ps
AND-1864: 171.86519 ps
NOT-1673: 267.57555 ps
NOT-1674: 228.34510 ps
NOT-1675: 245.47761 ps
NOT-1676: 242.73652 ps
NOT-1677: 191.27380 ps
NOT-1678: 198.00936 ps
NOT-1679: 205.44454 ps
NOT-1680: 261.11004 ps
AND-1667: 158.86595 ps
AND-1670: 208.21887 ps
NAND-1761: 774.52151 ps
NAND-1815: 755.70172 ps
NAND-1818: 761.25162 ps
NOT-1873: 289.67197 ps
NOT-1878: 250.44152 ps
NOT-1883: 267.57403 ps
NOT-1888: 264.83294 ps
NOT-1898: 187.04078 ps
NOT-1903: 194.46881 ps
NOT-1908: 229.14206 ps
NOT-1893: 225.84309 ps
NOT-1736: 818.54664 ps
NOT-1737: 818.27312 ps
NOT-1726: 1116.47444 ps
AND-1729: 1140.07378 ps
NOT-1939: 731.54262 ps
NAND-1940: 742.70936 ps
AND-1520: 784.59713 ps
NOT-1941: 731.54262 ps
NAND-1505: 1252.75301 ps
AND-1581: 246.62946 ps
NAND-1727: 1093.48492 ps
NOT-1728: 1082.28785 ps
NAND-1764: 203.42424 ps
NOT-1765: 192.25010 ps
NOT-1942: 731.54262 ps
AND-1507: 1108.65479 ps
NOT-1943: 790.69049 ps
NOT-1944: 785.31427 ps
AND-1714: 1266.65843 ps
NAND-1735: 868.09427 ps
NOT-1945: 785.31426 ps
AND-1722: 707.26197 ps
NAND-1725: 833.38205 ps
AND-1592: 170.32771 ps
NAND-1730: 1127.66791 ps
NOT-1731: 1116.47083 ps
NAND-1766: 173.08850 ps
NOT-1767: 161.91436 ps
AND-1508: 1108.65479 ps
NOT-1946: 782.25055 ps
AND-1803: 555.23210 ps
AND-1806: 555.23210 ps
AND-1809: 562.10556 ps
AND-1812: 562.10556 ps
NAND-1509: 722.12906 ps
NAND-1510: 722.12906 ps
NAND-1511: 722.12906 ps
NAND-1512: 722.12906 ps
NAND-1691: 802.74594 ps
NAND-1692: 802.74594 ps
NAND-1693: 802.74594 ps
NAND-1694: 802.74594 ps
BUFF-1930: 1050.92768 ps
AND-1643: 244.25132 ps
AND-1644: 205.02087 ps
AND-1645: 222.15337 ps
AND-1646: 219.41228 ps
AND-1647: 155.63947 ps
AND-1648: 162.36859 ps
AND-1649: 169.79662 ps
AND-1650: 204.46987 ps
NOT-2180: 1138.05295 ps
AND-2181: 1121.04415 ps
NOT-2183: 1124.52648 ps
AND-2184: 1107.51778 ps
AND-1869: 217.57639 ps
NOR-1870: 252.38182 ps
AND-1874: 178.34593 ps
NOR-1875: 213.15136 ps
AND-1879: 195.47844 ps
NOR-1880: 230.28387 ps
AND-1884: 192.73735 ps
NOR-1885: 227.54278 ps
AND-1889: 141.27463 ps
NOR-1890: 176.08007 ps
AND-1894: 148.01020 ps
NOR-1895: 182.81563 ps
AND-1899: 155.44537 ps
NOR-1900: 190.25080 ps
AND-1904: 211.20838 ps
NOR-1905: 249.67110 ps
NOT-2121: 820.76831 ps
NOT-2122: 820.50346 ps
NOT-2123: 839.07894 ps
NOT-2124: 855.95268 ps
NOT-2125: 885.54090 ps
NOT-2126: 885.27034 ps
NOT-2127: 885.53821 ps
NOT-2128: 885.27317 ps
BUFF-2304: 469.09629 ps
NOT-2143: 758.59632 ps
NOT-2149: 758.32863 ps
NOT-2152: 758.32443 ps
NOT-2155: 758.59215 ps
AND-2144: 741.63331 ps
NOT-2145: 784.92523 ps
AND-2150: 741.36562 ps
NOT-2151: 784.65754 ps
NOT-2153: 758.32848 ps
AND-2154: 741.36547 ps
NOT-2156: 758.59621 ps
AND-2157: 741.63320 ps
AND-1983: 1154.04427 ps
BUFF-2212: 751.48134 ps
BUFF-2221: 816.24600 ps
AND-1787: 227.11705 ps
AND-1788: 211.03345 ps
AND-1789: 187.88660 ps
AND-1790: 171.80300 ps
AND-1791: 205.01911 ps
AND-1792: 188.93551 ps
AND-1793: 202.27802 ps
AND-1794: 186.19441 ps
AND-1795: 150.81530 ps
AND-1796: 134.73170 ps
AND-1797: 157.55086 ps
AND-1798: 141.46726 ps
AND-1799: 164.98604 ps
AND-1800: 148.90244 ps
AND-1801: 220.65154 ps
AND-1802: 204.56794 ps
NOT-2234: 846.24261 ps
NOT-2235: 845.97492 ps
NOT-2236: 846.24262 ps
NOT-2237: 845.97489 ps
NOT-2230: 804.97376 ps
NOT-2231: 804.71174 ps
NOT-2232: 823.28674 ps
NOT-2233: 840.15798 ps
AND-2022: 227.73288 ps
AND-2023: 211.64664 ps
AND-2024: 188.50243 ps
AND-2025: 172.41618 ps
AND-2026: 205.63494 ps
AND-2027: 189.54869 ps
AND-2028: 202.89385 ps
AND-2029: 186.80760 ps
AND-2030: 139.12103 ps
AND-2031: 123.03479 ps
AND-2032: 145.85015 ps
AND-2033: 129.76391 ps
AND-2034: 153.27818 ps
AND-2035: 137.19194 ps
AND-2036: 187.95143 ps
AND-2037: 171.86519 ps
BUFF-2038: 180.24940 ps
NOT-2043: 158.86595 ps
BUFF-2052: 229.63080 ps
NOT-2057: 208.21887 ps
BUFF-2158: 774.52151 ps
BUFF-2175: 1090.82310 ps
NOT-2209: 772.67721 ps
NOT-2210: 778.22724 ps
AND-2211: 755.70172 ps
NAND-2133: 731.54262 ps
AND-1966: 784.59713 ps
NAND-2134: 731.54262 ps
NOT-1713: 1252.75301 ps
NAND-1960: 1082.28785 ps
NAND-1981: 192.25010 ps
NAND-2135: 731.54262 ps
NAND-2136: 790.69049 ps
NAND-2137: 785.31427 ps
NOT-1947: 1266.65843 ps
NAND-2138: 785.31426 ps
AND-2148: 707.26197 ps
NAND-1961: 1116.47083 ps
NAND-1982: 161.91436 ps
NAND-1721: 1108.65479 ps
NAND-2139: 782.25055 ps
NAND-2200: 555.23210 ps
NAND-2206: 555.23210 ps
NAND-2197: 555.23210 ps
NAND-2203: 555.23210 ps
NAND-2188: 561.85868 ps
NAND-2194: 564.24754 ps
NAND-2185: 561.85868 ps
NAND-2191: 564.24754 ps
NAND-1715: 722.12906 ps
NAND-1718: 722.12906 ps
NAND-1933: 802.74594 ps
NAND-1936: 802.74594 ps
AND-2307: 1050.92768 ps
NAND-2310: 1066.85905 ps
AND-2376: 1138.05295 ps
AND-2068: 217.57639 ps
AND-2073: 178.34593 ps
AND-2078: 195.47844 ps
AND-2083: 192.73735 ps
AND-2088: 141.27463 ps
AND-2093: 148.01020 ps
AND-2098: 155.44537 ps
AND-2103: 211.20838 ps
NOT-2728: 469.09629 ps
AND-2347: 741.63331 ps
AND-2351: 741.36562 ps
AND-2352: 758.32848 ps
AND-2353: 741.36547 ps
AND-2354: 758.59621 ps
AND-2355: 741.63320 ps
NOT-2632: 768.72193 ps
AND-2633: 751.74336 ps
NOT-2634: 768.46458 ps
AND-2635: 751.48134 ps
NOT-2636: 787.03958 ps
AND-2637: 770.05634 ps
NOT-2638: 803.91082 ps
AND-2639: 786.92758 ps
NOT-2640: 833.49885 ps
AND-2641: 816.51372 ps
NOT-2642: 833.23115 ps
AND-2643: 816.24603 ps
NOT-2644: 833.49885 ps
AND-2645: 816.51373 ps
NOT-2646: 833.23112 ps
AND-2647: 816.24600 ps
OR-1986: 211.03345 ps
OR-1987: 188.93551 ps
OR-1988: 186.19441 ps
OR-1989: 134.73170 ps
OR-1990: 148.90244 ps
OR-1991: 204.56794 ps
OR-2238: 211.64664 ps
OR-2239: 172.41618 ps
OR-2240: 189.54869 ps
OR-2241: 186.80760 ps
OR-2242: 123.03479 ps
OR-2243: 129.76391 ps
OR-2244: 137.19194 ps
OR-2245: 171.86519 ps
AND-2435: 158.86595 ps
AND-2436: 158.86595 ps
AND-2438: 165.59507 ps
AND-2439: 165.59507 ps
AND-2443: 173.02311 ps
AND-2444: 173.02311 ps
AND-2448: 207.69636 ps
AND-2449: 207.69636 ps
AND-2417: 247.44932 ps
AND-2418: 247.44932 ps
AND-2420: 208.21887 ps
AND-2421: 208.21887 ps
AND-2425: 225.35138 ps
AND-2426: 225.35138 ps
AND-2430: 222.61029 ps
AND-2431: 222.61029 ps
NOT-2729: 790.92027 ps
AND-2730: 774.78353 ps
NOT-2731: 790.65690 ps
AND-2732: 774.52151 ps
NOT-2733: 809.23411 ps
AND-2734: 793.09651 ps
NOT-2735: 826.10072 ps
AND-2736: 809.96775 ps
NOT-2737: 855.69292 ps
AND-2738: 839.55578 ps
NOT-2739: 855.42387 ps
AND-2740: 839.28808 ps
NOT-2741: 855.69338 ps
AND-2742: 839.55578 ps
NOT-2743: 855.42121 ps
AND-2744: 839.28806 ps
NOT-2481: 1108.66404 ps
AND-2482: 1090.82310 ps
AND-2398: 755.70172 ps
NAND-2325: 731.54262 ps
OUTPUT-1713: 1252.75301 ps
NAND-2146: 1082.28785 ps
NAND-2178: 192.25010 ps
NAND-2328: 731.54262 ps
NAND-2331: 785.31427 ps
OUTPUT-1947: 1266.65843 ps
AND-2350: 707.26197 ps
NAND-2147: 1116.47083 ps
NAND-2179: 161.91436 ps
AND-2379: 1108.65479 ps
NAND-2334: 782.25055 ps
BUFF-2533: 555.23210 ps
BUFF-2605: 555.23210 ps
BUFF-2551: 555.23210 ps
BUFF-2623: 555.23210 ps
BUFF-2524: 555.23210 ps
BUFF-2596: 555.23210 ps
BUFF-2542: 555.23210 ps
BUFF-2614: 555.23210 ps
BUFF-2497: 561.85868 ps
BUFF-2569: 561.85868 ps
BUFF-2515: 564.24754 ps
BUFF-2587: 564.24754 ps
BUFF-2488: 561.85868 ps
BUFF-2560: 561.85868 ps
BUFF-2506: 564.24754 ps
BUFF-2578: 564.24754 ps
BUFF-2313: 722.12906 ps
BUFF-2319: 1130.11197 ps
BUFF-2316: 722.12906 ps
BUFF-2322: 1130.11197 ps
NOT-2141: 802.74594 ps
NOT-2142: 802.74594 ps
AND-2898: 751.74336 ps
AND-2899: 751.48134 ps
AND-2900: 770.05634 ps
AND-2901: 786.92758 ps
AND-2270: 211.03345 ps
AND-2277: 188.93551 ps
AND-2282: 186.19441 ps
AND-2287: 134.73170 ps
AND-2294: 148.90244 ps
AND-2299: 204.56794 ps
AND-2419: 211.64664 ps
AND-2422: 172.41618 ps
AND-2427: 189.54869 ps
AND-2432: 186.80760 ps
AND-2437: 123.03479 ps
AND-2440: 129.76391 ps
AND-2445: 137.19194 ps
AND-2450: 171.86519 ps
AND-2758: 1108.66404 ps
AND-2761: 1090.82310 ps
NOT-2474: 731.54262 ps
AND-2348: 1082.28785 ps
NOT-2374: 192.25010 ps
NOT-2475: 731.54262 ps
NOT-2476: 785.31427 ps
AND-2349: 1116.47083 ps
NOT-2375: 161.91436 ps
OR-2745: 1127.49005 ps
NOR-2746: 1108.65479 ps
NOT-2477: 782.25055 ps
NOT-2989: 555.23210 ps
NOT-2997: 566.21401 ps
NOT-3005: 584.78901 ps
NOT-3013: 601.66025 ps
NOT-3021: 631.24828 ps
NOT-3029: 630.98058 ps
NOT-3037: 631.24828 ps
NOT-3045: 630.98056 ps
NOT-3053: 555.23210 ps
NOT-3061: 566.21401 ps
NOT-3069: 584.78901 ps
NOT-3077: 601.66025 ps
NOT-3085: 631.24828 ps
NOT-3093: 630.98058 ps
NOT-3101: 631.24828 ps
NOT-3109: 630.98056 ps
NOT-2991: 555.23210 ps
NOT-2999: 566.21401 ps
NOT-3007: 584.78901 ps
NOT-3015: 601.66025 ps
NOT-3023: 631.24828 ps
NOT-3031: 630.98058 ps
NOT-3039: 631.24828 ps
NOT-3047: 630.98056 ps
NOT-3055: 555.23210 ps
NOT-3063: 566.21401 ps
NOT-3071: 584.78901 ps
NOT-3079: 601.66025 ps
NOT-3087: 631.24828 ps
NOT-3095: 630.98058 ps
NOT-3103: 631.24828 ps
NOT-3111: 630.98056 ps
NOT-2988: 555.23210 ps
NOT-2996: 566.21401 ps
NOT-3004: 584.78901 ps
NOT-3012: 601.66025 ps
NOT-3020: 631.24828 ps
NOT-3028: 630.98058 ps
NOT-3036: 631.24828 ps
NOT-3044: 630.98056 ps
NOT-3052: 555.23210 ps
NOT-3060: 566.21401 ps
NOT-3068: 584.78901 ps
NOT-3076: 601.66025 ps
NOT-3084: 631.24828 ps
NOT-3092: 630.98058 ps
NOT-3100: 631.24828 ps
NOT-3108: 630.98056 ps
NOT-2990: 555.23210 ps
NOT-2998: 566.21401 ps
NOT-3006: 584.78901 ps
NOT-3014: 601.66025 ps
NOT-3022: 631.24828 ps
NOT-3030: 630.98058 ps
NOT-3038: 631.24828 ps
NOT-3046: 630.98056 ps
NOT-3054: 555.23210 ps
NOT-3062: 566.21401 ps
NOT-3070: 584.78901 ps
NOT-3078: 601.66025 ps
NOT-3086: 631.24828 ps
NOT-3094: 630.98058 ps
NOT-3102: 631.24828 ps
NOT-3110: 630.98056 ps
NOT-2985: 561.85868 ps
NOT-2993: 572.84058 ps
NOT-3001: 591.41558 ps
NOT-3009: 608.28682 ps
NOT-3017: 637.87485 ps
NOT-3025: 637.60715 ps
NOT-3033: 637.87485 ps
NOT-3041: 637.60713 ps
NOT-3049: 561.85868 ps
NOT-3057: 572.84058 ps
NOT-3065: 591.41558 ps
NOT-3073: 608.28682 ps
NOT-3081: 637.87485 ps
NOT-3089: 637.60715 ps
NOT-3097: 637.87485 ps
NOT-3105: 637.60713 ps
NOT-2987: 564.24754 ps
NOT-2995: 575.22945 ps
NOT-3003: 593.80445 ps
NOT-3011: 610.67569 ps
NOT-3019: 640.26372 ps
NOT-3027: 639.99602 ps
NOT-3035: 640.26372 ps
NOT-3043: 639.99599 ps
NOT-3051: 564.24754 ps
NOT-3059: 575.22945 ps
NOT-3067: 593.80445 ps
NOT-3075: 610.67569 ps
NOT-3083: 640.26372 ps
NOT-3091: 639.99602 ps
NOT-3099: 640.26372 ps
NOT-3107: 639.99599 ps
NOT-2984: 561.85868 ps
NOT-2992: 572.84058 ps
NOT-3000: 591.41558 ps
NOT-3008: 608.28682 ps
NOT-3016: 637.87485 ps
NOT-3024: 637.60715 ps
NOT-3032: 637.87485 ps
NOT-3040: 637.60713 ps
NOT-3048: 561.85868 ps
NOT-3056: 572.84058 ps
NOT-3064: 591.41558 ps
NOT-3072: 608.28682 ps
NOT-3080: 637.87485 ps
NOT-3088: 637.60715 ps
NOT-3096: 637.87485 ps
NOT-3104: 637.60713 ps
NOT-2986: 564.24754 ps
NOT-2994: 575.22945 ps
NOT-3002: 593.80445 ps
NOT-3010: 610.67569 ps
NOT-3018: 640.26372 ps
NOT-3026: 639.99602 ps
NOT-3034: 640.26372 ps
NOT-3042: 639.99599 ps
NOT-3050: 564.24754 ps
NOT-3058: 575.22945 ps
NOT-3066: 593.80445 ps
NOT-3074: 610.67569 ps
NOT-3082: 640.26372 ps
NOT-3090: 639.99602 ps
NOT-3098: 640.26372 ps
NOT-3106: 639.99599 ps
NOT-2467: 722.12906 ps
NOT-2469: 1130.11197 ps
NOT-2468: 722.12906 ps
NOT-2470: 1130.11197 ps
NAND-2341: 802.74594 ps
NAND-2342: 802.74594 ps
OR-2648: 232.69244 ps
NOR-2652: 211.03345 ps
OR-2662: 210.58100 ps
NOR-2666: 188.93551 ps
OR-2673: 207.82970 ps
NOR-2677: 186.19441 ps
OR-2684: 155.73697 ps
NOR-2688: 134.73170 ps
OR-2702: 169.89412 ps
NOR-2706: 148.90244 ps
OR-2715: 204.56794 ps
NOR-2719: 208.32273 ps
OR-2656: 211.64664 ps
OR-2659: 172.41618 ps
OR-2670: 189.54869 ps
OR-2681: 186.80760 ps
OR-2692: 123.03479 ps
OR-2697: 129.76391 ps
OR-2710: 137.19194 ps
OR-2723: 171.86519 ps
NAND-2754: 731.54262 ps
OR-2478: 1082.28785 ps
AND-2486: 192.25010 ps
NAND-2755: 731.54262 ps
NAND-2756: 785.31427 ps
AND-2483: 1116.47083 ps
AND-2487: 161.91436 ps
NOT-2962: 1108.65479 ps
NAND-2757: 782.25055 ps
AND-3212: 555.23210 ps
AND-3220: 566.21401 ps
AND-3228: 584.78901 ps
AND-3236: 601.66025 ps
AND-3244: 631.24828 ps
AND-3252: 630.98058 ps
AND-3260: 631.24828 ps
AND-3268: 630.98056 ps
AND-3276: 555.23210 ps
AND-3284: 566.21401 ps
AND-3292: 584.78901 ps
AND-3300: 601.66025 ps
AND-3308: 631.24828 ps
AND-3316: 630.98058 ps
AND-3324: 631.24828 ps
AND-3332: 630.98056 ps
AND-3214: 555.23210 ps
AND-3222: 566.21401 ps
AND-3230: 584.78901 ps
AND-3238: 601.66025 ps
AND-3246: 631.24828 ps
AND-3254: 630.98058 ps
AND-3262: 631.24828 ps
AND-3270: 630.98056 ps
AND-3278: 555.23210 ps
AND-3286: 566.21401 ps
AND-3294: 584.78901 ps
AND-3302: 601.66025 ps
AND-3310: 631.24828 ps
AND-3318: 630.98058 ps
AND-3326: 631.24828 ps
AND-3334: 630.98056 ps
AND-3211: 555.23210 ps
AND-3219: 566.21401 ps
AND-3227: 584.78901 ps
AND-3235: 601.66025 ps
AND-3243: 631.24828 ps
AND-3251: 630.98058 ps
AND-3259: 631.24828 ps
AND-3267: 630.98056 ps
AND-3275: 555.23210 ps
AND-3283: 566.21401 ps
AND-3291: 584.78901 ps
AND-3299: 601.66025 ps
AND-3307: 631.24828 ps
AND-3315: 630.98058 ps
AND-3323: 631.24828 ps
AND-3331: 630.98056 ps
AND-3213: 555.23210 ps
AND-3221: 566.21401 ps
AND-3229: 584.78901 ps
AND-3237: 601.66025 ps
AND-3245: 631.24828 ps
AND-3253: 630.98058 ps
AND-3261: 631.24828 ps
AND-3269: 630.98056 ps
AND-3277: 555.23210 ps
AND-3285: 566.21401 ps
AND-3293: 584.78901 ps
AND-3301: 601.66025 ps
AND-3309: 631.24828 ps
AND-3317: 630.98058 ps
AND-3325: 631.24828 ps
AND-3333: 630.98056 ps
AND-3208: 561.85868 ps
AND-3216: 572.84058 ps
AND-3224: 591.41558 ps
AND-3232: 608.28682 ps
AND-3240: 637.87485 ps
AND-3248: 637.60715 ps
AND-3256: 637.87485 ps
AND-3264: 637.60713 ps
AND-3272: 561.85868 ps
AND-3280: 572.84058 ps
AND-3288: 591.41558 ps
AND-3296: 608.28682 ps
AND-3304: 637.87485 ps
AND-3312: 637.60715 ps
AND-3320: 637.87485 ps
AND-3328: 637.60713 ps
AND-3210: 564.24754 ps
AND-3218: 575.22945 ps
AND-3226: 593.80445 ps
AND-3234: 610.67569 ps
AND-3242: 640.26372 ps
AND-3250: 639.99602 ps
AND-3258: 640.26372 ps
AND-3266: 639.99599 ps
AND-3274: 564.24754 ps
AND-3282: 575.22945 ps
AND-3290: 593.80445 ps
AND-3298: 610.67569 ps
AND-3306: 640.26372 ps
AND-3314: 639.99602 ps
AND-3322: 640.26372 ps
AND-3330: 639.99599 ps
AND-3207: 561.85868 ps
AND-3215: 572.84058 ps
AND-3223: 591.41558 ps
AND-3231: 608.28682 ps
AND-3239: 637.87485 ps
AND-3247: 637.60715 ps
AND-3255: 637.87485 ps
AND-3263: 637.60713 ps
AND-3271: 561.85868 ps
AND-3279: 572.84058 ps
AND-3287: 591.41558 ps
