Circuit delay: 706.68682 ps

Gate slacks:
NOR-495: 537.87226 ps
NOR-503: 298.73844 ps
NOR-505: 232.37778 ps
NOR-507: 225.82655 ps
NOR-509: 232.37778 ps
AND-502: 286.84288 ps
AND-504: 220.48223 ps
AND-506: 213.93099 ps
AND-508: 220.48223 ps
AND-511: 176.86259 ps
AND-513: 77.21992 ps
AND-515: 70.66868 ps
AND-517: 77.21992 ps
AND-510: 200.25546 ps
AND-512: 100.61279 ps
AND-514: 94.06155 ps
AND-516: 100.61279 ps
AND-522: 501.94070 ps
AND-523: 501.94070 ps
AND-524: 501.94070 ps
AND-525: 501.94070 ps
AND-526: 501.94070 ps
NAND-527: 532.66983 ps
NAND-528: 532.66983 ps
NAND-529: 532.66983 ps
NAND-498: 543.80207 ps
OR-499: 537.87226 ps
NAND-500: 543.80207 ps
OR-501: 537.87226 ps
NAND-518: 543.80207 ps
OR-519: 537.87226 ps
NAND-520: 543.80207 ps
OR-521: 537.87226 ps
NOR-536: 286.84288 ps
NOR-537: 220.48223 ps
NOR-538: 213.93099 ps
NOR-539: 220.48223 ps
NOR-540: 176.86259 ps
NOR-541: 77.21992 ps
NOR-542: 70.66868 ps
NOR-543: 77.21992 ps
NAND-530: 537.87226 ps
NAND-533: 537.87226 ps
NAND-544: 537.87226 ps
NAND-547: 537.87226 ps
NAND-553: 286.84288 ps
NAND-557: 220.48223 ps
NAND-561: 213.93099 ps
NAND-565: 220.48223 ps
NAND-569: 176.86259 ps
NAND-573: 77.21992 ps
NAND-577: 70.66868 ps
NAND-581: 77.21992 ps
NOT-550: 537.87226 ps
NOT-551: 537.87226 ps
AND-552: 546.96424 ps
NOT-585: 537.87226 ps
NOT-586: 537.87226 ps
AND-587: 546.96424 ps
NAND-590: 293.87909 ps
OR-593: 286.84288 ps
AND-596: 399.18826 ps
NAND-597: 256.45095 ps
OR-600: 220.48223 ps
AND-605: 399.18826 ps
NAND-606: 247.20683 ps
OR-609: 213.93099 ps
AND-615: 399.18826 ps
NAND-616: 227.59481 ps
OR-619: 220.48223 ps
AND-624: 399.18826 ps
NAND-625: 176.86259 ps
OR-628: 180.57752 ps
AND-631: 399.18826 ps
NAND-632: 112.65773 ps
OR-635: 77.21992 ps
AND-640: 388.05374 ps
NAND-641: 103.41361 ps
OR-644: 70.66868 ps
AND-650: 388.05374 ps
NAND-651: 83.80159 ps
OR-654: 77.21992 ps
AND-659: 388.05374 ps
AND-588: 537.87226 ps
AND-589: 537.87226 ps
NOT-662: 366.11946 ps
AND-665: 286.84288 ps
NOR-669: 399.18826 ps
NOT-670: 256.45095 ps
AND-673: 276.32501 ps
NOR-677: 399.18826 ps
NOT-678: 247.20683 ps
AND-682: 271.19967 ps
NOR-686: 399.18826 ps
NOT-687: 227.59481 ps
AND-692: 276.26752 ps
NOR-696: 399.18826 ps
NOT-697: 176.86259 ps
AND-700: 286.84749 ps
NOR-704: 399.18826 ps
NOT-705: 112.65773 ps
AND-708: 265.19058 ps
NOR-712: 388.05374 ps
NOT-713: 103.41361 ps
AND-717: 260.06295 ps
NOR-721: 388.05374 ps
NOT-722: 83.80159 ps
AND-727: 265.19550 ps
NAND-732: 269.72839 ps
NAND-733: 239.64945 ps
NAND-734: 70.66868 ps
NOR-731: 388.05374 ps
NOR-660: 537.87226 ps
NOR-661: 537.87226 ps
NOT-735: 420.66739 ps
AND-737: 366.11946 ps
AND-736: 337.55498 ps
NOT-738: 256.45095 ps
AND-740: 366.11946 ps
AND-739: 326.83786 ps
NOT-741: 270.51757 ps
AND-743: 360.81482 ps
NAND-765: 247.20683 ps
AND-742: 321.70533 ps
NOT-744: 275.22217 ps
AND-746: 355.57786 ps
NAND-764: 261.78379 ps
NAND-766: 227.59481 ps
AND-745: 326.83786 ps
NOT-747: 176.86259 ps
AND-749: 366.11946 ps
AND-748: 337.55498 ps
NOT-750: 112.65773 ps
AND-752: 354.98495 ps
AND-751: 315.70335 ps
NOT-753: 259.41273 ps
AND-755: 349.68030 ps
NAND-762: 103.41361 ps
AND-754: 310.57081 ps
NOT-756: 264.17443 ps
AND-760: 344.44335 ps
NAND-761: 250.67896 ps
NAND-763: 83.80159 ps
NOR-757: 268.69497 ps
AND-758: 265.19550 ps
AND-759: 315.70335 ps
BUFF-767: 537.87226 ps
BUFF-768: 537.87226 ps
NOR-769: 337.55498 ps
NOR-770: 326.83786 ps
NOR-771: 321.70533 ps
NOR-772: 326.83786 ps
NOR-777: 337.55498 ps
NOR-781: 315.70335 ps
NOR-785: 310.57081 ps
NAND-782: 264.17443 ps
NAND-778: 239.64945 ps
NAND-773: 70.66868 ps
NOR-786: 265.19550 ps
NOR-787: 315.70335 ps
OUTPUT-767: 537.87226 ps
OUTPUT-768: 537.87226 ps
NOR-792: 263.55951 ps
AND-793: 260.06295 ps
NOR-790: 242.93916 ps
AND-791: 239.64945 ps
NOR-788: 215.07655 ps
AND-789: 214.55611 ps
NAND-795: 70.66868 ps
AND-794: 265.19550 ps
NOR-804: 260.06295 ps
NOR-803: 239.64945 ps
NOR-802: 214.55611 ps
NAND-796: 70.66868 ps
NOR-805: 265.19550 ps
AND-810: 260.06295 ps
AND-809: 239.64945 ps
AND-808: 214.55611 ps
NOR-806: 167.54052 ps
AND-807: 165.11288 ps
NAND-812: 132.16718 ps
NAND-813: 107.35038 ps
NAND-814: 70.66868 ps
NAND-811: 265.19550 ps
NOR-828: 260.06295 ps
NOR-827: 239.64945 ps
NOR-826: 214.55611 ps
NOR-825: 165.11288 ps
NAND-822: 132.16718 ps
NAND-819: 107.35038 ps
NAND-815: 70.66868 ps
NOT-829: 265.19550 ps
NAND-839: 260.06295 ps
NAND-838: 239.64945 ps
NAND-837: 214.55611 ps
AND-836: 165.11288 ps
NOR-834: 135.75769 ps
AND-835: 132.16718 ps
NOR-832: 110.63642 ps
AND-833: 107.35038 ps
NOR-830: 71.12696 ps
AND-831: 70.66868 ps
NAND-841: 171.75197 ps
NOT-840: 265.19550 ps
NOT-848: 260.06295 ps
NOT-847: 239.64945 ps
NOT-846: 214.55611 ps
NOR-845: 165.11288 ps
NOR-844: 132.16718 ps
NOR-843: 107.35038 ps
NOR-842: 70.66868 ps
AND-849: 171.75197 ps
BUFF-850: 265.19550 ps
NOT-857: 260.06295 ps
NOT-856: 239.64945 ps
NOT-855: 214.55611 ps
NAND-854: 165.11288 ps
AND-853: 132.16718 ps
AND-852: 107.35038 ps
AND-851: 70.66868 ps
NOT-858: 171.75197 ps
OUTPUT-850: 265.19550 ps
BUFF-865: 260.06295 ps
BUFF-864: 239.64945 ps
BUFF-863: 214.55611 ps
NOT-862: 165.11288 ps
NOR-861: 132.16718 ps
NOR-860: 107.35038 ps
NOR-859: 70.66868 ps
BUFF-866: 171.75197 ps
OUTPUT-865: 260.06295 ps
OUTPUT-864: 239.64945 ps
OUTPUT-863: 214.55611 ps
NOT-870: 165.11288 ps
NAND-869: 132.16718 ps
NAND-868: 107.35038 ps
NAND-867: 70.66868 ps
OUTPUT-866: 171.75197 ps
BUFF-874: 165.11288 ps
NOT-873: 132.16718 ps
NOT-872: 107.35038 ps
NOT-871: 70.66868 ps
OUTPUT-874: 165.11288 ps
NOT-877: 132.16718 ps
NOT-876: 107.35038 ps
NOT-875: 70.66868 ps
BUFF-880: 132.16718 ps
BUFF-879: 107.35038 ps
BUFF-878: 70.66868 ps
OUTPUT-880: 132.16718 ps
OUTPUT-879: 107.35038 ps
OUTPUT-878: 70.66868 ps

Critical path:
INPUT-1,AND-276,NOT-345,NOT-393,NAND-442,NAND-466,AND-515,NOR-542,NAND-577,OR-644,NAND-734,NAND-773,NAND-795,NAND-796,NAND-814,NAND-815,AND-831,NOR-842,AND-851,NOR-859,NAND-867,NOT-871,NOT-875,BUFF-878,OUTPUT-878
