Circuit delay: 2247.29215 ps

Gate slacks:
INPUT-REIP_REG_27__SCAN_IN: 2190.24533 ps
INPUT-REIP_REG_26__SCAN_IN: 2153.09614 ps
INPUT-REIP_REG_25__SCAN_IN: 2115.94694 ps
INPUT-REIP_REG_24__SCAN_IN: 2078.79775 ps
INPUT-REIP_REG_23__SCAN_IN: 2041.64855 ps
INPUT-REIP_REG_22__SCAN_IN: 2004.49936 ps
INPUT-REIP_REG_21__SCAN_IN: 1967.35017 ps
INPUT-REIP_REG_20__SCAN_IN: 1930.20097 ps
INPUT-REIP_REG_19__SCAN_IN: 1893.05178 ps
INPUT-REIP_REG_18__SCAN_IN: 1855.90258 ps
INPUT-REIP_REG_17__SCAN_IN: 1818.75339 ps
INPUT-REIP_REG_16__SCAN_IN: 1781.60420 ps
INPUT-BE_N_REG_3__SCAN_IN: 2423.28129 ps
INPUT-BE_N_REG_2__SCAN_IN: 2423.28129 ps
INPUT-BE_N_REG_1__SCAN_IN: 2423.28129 ps
INPUT-BE_N_REG_0__SCAN_IN: 2423.28129 ps
INPUT-ADDRESS_REG_29__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_28__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_27__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_26__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_25__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_24__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_23__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_22__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_21__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_20__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_19__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_18__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_17__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_16__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_15__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_14__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_13__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_12__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_11__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_10__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_9__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_8__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_7__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_6__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_5__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_4__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_3__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_2__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_1__SCAN_IN: 2404.36657 ps
INPUT-ADDRESS_REG_0__SCAN_IN: 2404.36657 ps
INPUT-STATE_REG_2__SCAN_IN: 939.68283 ps
INPUT-STATE_REG_1__SCAN_IN: 951.49860 ps
INPUT-STATE_REG_0__SCAN_IN: 1772.65513 ps
INPUT-DATAWIDTH_REG_0__SCAN_IN: 2221.47955 ps
INPUT-DATAWIDTH_REG_1__SCAN_IN: 2221.47955 ps
INPUT-DATAWIDTH_REG_2__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_3__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_4__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_5__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_6__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_7__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_8__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_9__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_10__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_11__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_12__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_13__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_14__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_15__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_16__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_17__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_18__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_19__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_20__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_21__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_22__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_23__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_24__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_25__SCAN_IN: 2227.44758 ps
INPUT-DATAWIDTH_REG_26__SCAN_IN: 2209.23981 ps
INPUT-DATAWIDTH_REG_27__SCAN_IN: 2209.23981 ps
INPUT-DATAWIDTH_REG_28__SCAN_IN: 2209.23981 ps
INPUT-DATAWIDTH_REG_29__SCAN_IN: 2209.23981 ps
INPUT-DATAWIDTH_REG_30__SCAN_IN: 2209.23981 ps
INPUT-DATAWIDTH_REG_31__SCAN_IN: 2209.23981 ps
INPUT-STATE2_REG_3__SCAN_IN: 925.79064 ps
INPUT-STATE2_REG_2__SCAN_IN: 289.09730 ps
INPUT-STATE2_REG_1__SCAN_IN: 925.79064 ps
INPUT-STATE2_REG_0__SCAN_IN: 912.55785 ps
INPUT-INSTQUEUE_REG_15__7__SCAN_IN: 450.32866 ps
INPUT-INSTQUEUE_REG_15__6__SCAN_IN: 417.04506 ps
INPUT-INSTQUEUE_REG_15__5__SCAN_IN: 421.28812 ps
INPUT-INSTQUEUE_REG_15__4__SCAN_IN: 384.26122 ps
INPUT-INSTQUEUE_REG_15__3__SCAN_IN: 450.32866 ps
INPUT-INSTQUEUE_REG_15__2__SCAN_IN: 485.52288 ps
INPUT-INSTQUEUE_REG_15__1__SCAN_IN: 540.95776 ps
INPUT-INSTQUEUE_REG_15__0__SCAN_IN: 530.80248 ps
INPUT-INSTQUEUE_REG_14__7__SCAN_IN: 450.17279 ps
INPUT-INSTQUEUE_REG_14__6__SCAN_IN: 417.33453 ps
INPUT-INSTQUEUE_REG_14__5__SCAN_IN: 414.78998 ps
INPUT-INSTQUEUE_REG_14__4__SCAN_IN: 355.40883 ps
INPUT-INSTQUEUE_REG_14__3__SCAN_IN: 450.17279 ps
INPUT-INSTQUEUE_REG_14__2__SCAN_IN: 485.35343 ps
INPUT-INSTQUEUE_REG_14__1__SCAN_IN: 540.80189 ps
INPUT-INSTQUEUE_REG_14__0__SCAN_IN: 530.64661 ps
INPUT-INSTQUEUE_REG_13__7__SCAN_IN: 450.19276 ps
INPUT-INSTQUEUE_REG_13__6__SCAN_IN: 417.34768 ps
INPUT-INSTQUEUE_REG_13__5__SCAN_IN: 367.16241 ps
INPUT-INSTQUEUE_REG_13__4__SCAN_IN: 357.76713 ps
INPUT-INSTQUEUE_REG_13__3__SCAN_IN: 450.19276 ps
INPUT-INSTQUEUE_REG_13__2__SCAN_IN: 485.37514 ps
INPUT-INSTQUEUE_REG_13__1__SCAN_IN: 540.82186 ps
INPUT-INSTQUEUE_REG_13__0__SCAN_IN: 530.66657 ps
INPUT-INSTQUEUE_REG_12__7__SCAN_IN: 453.82761 ps
INPUT-INSTQUEUE_REG_12__6__SCAN_IN: 416.28905 ps
INPUT-INSTQUEUE_REG_12__5__SCAN_IN: 362.68812 ps
INPUT-INSTQUEUE_REG_12__4__SCAN_IN: 367.54664 ps
INPUT-INSTQUEUE_REG_12__3__SCAN_IN: 453.82761 ps
INPUT-INSTQUEUE_REG_12__2__SCAN_IN: 489.53876 ps
INPUT-INSTQUEUE_REG_12__1__SCAN_IN: 544.45671 ps
INPUT-INSTQUEUE_REG_12__0__SCAN_IN: 534.30143 ps
INPUT-INSTQUEUE_REG_11__7__SCAN_IN: 450.13641 ps
INPUT-INSTQUEUE_REG_11__6__SCAN_IN: 367.28603 ps
INPUT-INSTQUEUE_REG_11__5__SCAN_IN: 364.82366 ps
INPUT-INSTQUEUE_REG_11__4__SCAN_IN: 366.51631 ps
INPUT-INSTQUEUE_REG_11__3__SCAN_IN: 450.13641 ps
INPUT-INSTQUEUE_REG_11__2__SCAN_IN: 485.31388 ps
INPUT-INSTQUEUE_REG_11__1__SCAN_IN: 540.76551 ps
INPUT-INSTQUEUE_REG_11__0__SCAN_IN: 530.61023 ps
INPUT-INSTQUEUE_REG_10__7__SCAN_IN: 453.86495 ps
INPUT-INSTQUEUE_REG_10__6__SCAN_IN: 367.28603 ps
INPUT-INSTQUEUE_REG_10__5__SCAN_IN: 367.42170 ps
INPUT-INSTQUEUE_REG_10__4__SCAN_IN: 366.51631 ps
INPUT-INSTQUEUE_REG_10__3__SCAN_IN: 453.86495 ps
INPUT-INSTQUEUE_REG_10__2__SCAN_IN: 489.58187 ps
INPUT-INSTQUEUE_REG_10__1__SCAN_IN: 544.49405 ps
INPUT-INSTQUEUE_REG_10__0__SCAN_IN: 534.33877 ps
INPUT-INSTQUEUE_REG_9__7__SCAN_IN: 453.86495 ps
INPUT-INSTQUEUE_REG_9__6__SCAN_IN: 420.02793 ps
INPUT-INSTQUEUE_REG_9__5__SCAN_IN: 400.76419 ps
INPUT-INSTQUEUE_REG_9__4__SCAN_IN: 366.00626 ps
INPUT-INSTQUEUE_REG_9__3__SCAN_IN: 453.86495 ps
INPUT-INSTQUEUE_REG_9__2__SCAN_IN: 489.58187 ps
INPUT-INSTQUEUE_REG_9__1__SCAN_IN: 544.49405 ps
INPUT-INSTQUEUE_REG_9__0__SCAN_IN: 534.33877 ps
INPUT-INSTQUEUE_REG_8__7__SCAN_IN: 453.86044 ps
INPUT-INSTQUEUE_REG_8__6__SCAN_IN: 367.28603 ps
INPUT-INSTQUEUE_REG_8__5__SCAN_IN: 380.44313 ps
INPUT-INSTQUEUE_REG_8__4__SCAN_IN: 366.51631 ps
INPUT-INSTQUEUE_REG_8__3__SCAN_IN: 453.86044 ps
INPUT-INSTQUEUE_REG_8__2__SCAN_IN: 489.57666 ps
INPUT-INSTQUEUE_REG_8__1__SCAN_IN: 544.48954 ps
INPUT-INSTQUEUE_REG_8__0__SCAN_IN: 534.33426 ps
INPUT-INSTQUEUE_REG_7__7__SCAN_IN: 453.31766 ps
INPUT-INSTQUEUE_REG_7__6__SCAN_IN: 397.34603 ps
INPUT-INSTQUEUE_REG_7__5__SCAN_IN: 367.55485 ps
INPUT-INSTQUEUE_REG_7__4__SCAN_IN: 368.59523 ps
INPUT-INSTQUEUE_REG_7__3__SCAN_IN: 453.31766 ps
INPUT-INSTQUEUE_REG_7__2__SCAN_IN: 488.95070 ps
INPUT-INSTQUEUE_REG_7__1__SCAN_IN: 543.94676 ps
INPUT-INSTQUEUE_REG_7__0__SCAN_IN: 533.79147 ps
INPUT-INSTQUEUE_REG_6__7__SCAN_IN: 453.87555 ps
INPUT-INSTQUEUE_REG_6__6__SCAN_IN: 417.33453 ps
INPUT-INSTQUEUE_REG_6__5__SCAN_IN: 368.74016 ps
INPUT-INSTQUEUE_REG_6__4__SCAN_IN: 367.54664 ps
INPUT-INSTQUEUE_REG_6__3__SCAN_IN: 453.87555 ps
INPUT-INSTQUEUE_REG_6__2__SCAN_IN: 489.59437 ps
INPUT-INSTQUEUE_REG_6__1__SCAN_IN: 544.50465 ps
INPUT-INSTQUEUE_REG_6__0__SCAN_IN: 534.34937 ps
INPUT-INSTQUEUE_REG_5__7__SCAN_IN: 453.87555 ps
INPUT-INSTQUEUE_REG_5__6__SCAN_IN: 418.47259 ps
INPUT-INSTQUEUE_REG_5__5__SCAN_IN: 368.74016 ps
INPUT-INSTQUEUE_REG_5__4__SCAN_IN: 368.59523 ps
INPUT-INSTQUEUE_REG_5__3__SCAN_IN: 453.87555 ps
INPUT-INSTQUEUE_REG_5__2__SCAN_IN: 489.59437 ps
INPUT-INSTQUEUE_REG_5__1__SCAN_IN: 544.50465 ps
INPUT-INSTQUEUE_REG_5__0__SCAN_IN: 534.34937 ps
INPUT-INSTQUEUE_REG_4__7__SCAN_IN: 451.99871 ps
INPUT-INSTQUEUE_REG_4__6__SCAN_IN: 397.34603 ps
INPUT-INSTQUEUE_REG_4__5__SCAN_IN: 378.38874 ps
INPUT-INSTQUEUE_REG_4__4__SCAN_IN: 357.62285 ps
INPUT-INSTQUEUE_REG_4__3__SCAN_IN: 451.99871 ps
INPUT-INSTQUEUE_REG_4__2__SCAN_IN: 487.42783 ps
INPUT-INSTQUEUE_REG_4__1__SCAN_IN: 542.62781 ps
INPUT-INSTQUEUE_REG_4__0__SCAN_IN: 532.47252 ps
INPUT-INSTQUEUE_REG_3__7__SCAN_IN: 453.84812 ps
INPUT-INSTQUEUE_REG_3__6__SCAN_IN: 408.67485 ps
INPUT-INSTQUEUE_REG_3__5__SCAN_IN: 411.96867 ps
INPUT-INSTQUEUE_REG_3__4__SCAN_IN: 366.51631 ps
INPUT-INSTQUEUE_REG_3__3__SCAN_IN: 453.84812 ps
INPUT-INSTQUEUE_REG_3__2__SCAN_IN: 489.56270 ps
INPUT-INSTQUEUE_REG_3__1__SCAN_IN: 544.47722 ps
INPUT-INSTQUEUE_REG_3__0__SCAN_IN: 534.32194 ps
INPUT-INSTQUEUE_REG_2__7__SCAN_IN: 451.91034 ps
INPUT-INSTQUEUE_REG_2__6__SCAN_IN: 395.82862 ps
INPUT-INSTQUEUE_REG_2__5__SCAN_IN: 377.06092 ps
INPUT-INSTQUEUE_REG_2__4__SCAN_IN: 366.51631 ps
INPUT-INSTQUEUE_REG_2__3__SCAN_IN: 451.91034 ps
INPUT-INSTQUEUE_REG_2__2__SCAN_IN: 487.32616 ps
INPUT-INSTQUEUE_REG_2__1__SCAN_IN: 542.53944 ps
INPUT-INSTQUEUE_REG_2__0__SCAN_IN: 532.38416 ps
INPUT-INSTQUEUE_REG_1__7__SCAN_IN: 451.92986 ps
INPUT-INSTQUEUE_REG_1__6__SCAN_IN: 395.84615 ps
INPUT-INSTQUEUE_REG_1__5__SCAN_IN: 377.83356 ps
INPUT-INSTQUEUE_REG_1__4__SCAN_IN: 356.22675 ps
INPUT-INSTQUEUE_REG_1__3__SCAN_IN: 451.92986 ps
INPUT-INSTQUEUE_REG_1__2__SCAN_IN: 487.34869 ps
INPUT-INSTQUEUE_REG_1__1__SCAN_IN: 542.55896 ps
INPUT-INSTQUEUE_REG_1__0__SCAN_IN: 532.40367 ps
INPUT-INSTQUEUE_REG_0__7__SCAN_IN: 453.79231 ps
INPUT-INSTQUEUE_REG_0__6__SCAN_IN: 367.28603 ps
INPUT-INSTQUEUE_REG_0__5__SCAN_IN: 395.68416 ps
INPUT-INSTQUEUE_REG_0__4__SCAN_IN: 366.51631 ps
INPUT-INSTQUEUE_REG_0__3__SCAN_IN: 453.79231 ps
INPUT-INSTQUEUE_REG_0__2__SCAN_IN: 489.49861 ps
INPUT-INSTQUEUE_REG_0__1__SCAN_IN: 544.42141 ps
INPUT-INSTQUEUE_REG_0__0__SCAN_IN: 534.26612 ps
INPUT-INSTQUEUERD_ADDR_REG_4__SCAN_IN: 1490.75810 ps
INPUT-INSTQUEUERD_ADDR_REG_3__SCAN_IN: 250.65519 ps
INPUT-INSTQUEUERD_ADDR_REG_2__SCAN_IN: 224.72922 ps
INPUT-INSTQUEUERD_ADDR_REG_1__SCAN_IN: 253.27189 ps
INPUT-INSTQUEUERD_ADDR_REG_0__SCAN_IN: 245.54410 ps
INPUT-INSTQUEUEWR_ADDR_REG_4__SCAN_IN: 1490.75810 ps
INPUT-INSTQUEUEWR_ADDR_REG_3__SCAN_IN: 1181.83444 ps
INPUT-INSTQUEUEWR_ADDR_REG_2__SCAN_IN: 1190.10488 ps
INPUT-INSTQUEUEWR_ADDR_REG_1__SCAN_IN: 1005.82905 ps
INPUT-INSTQUEUEWR_ADDR_REG_0__SCAN_IN: 993.13175 ps
INPUT-INSTADDRPOINTER_REG_0__SCAN_IN: 1267.02364 ps
INPUT-INSTADDRPOINTER_REG_1__SCAN_IN: 1267.02364 ps
INPUT-INSTADDRPOINTER_REG_2__SCAN_IN: 1269.55930 ps
INPUT-INSTADDRPOINTER_REG_3__SCAN_IN: 1311.57469 ps
INPUT-INSTADDRPOINTER_REG_4__SCAN_IN: 1349.23253 ps
INPUT-INSTADDRPOINTER_REG_5__SCAN_IN: 1386.38585 ps
INPUT-INSTADDRPOINTER_REG_6__SCAN_IN: 1423.53508 ps
INPUT-INSTADDRPOINTER_REG_7__SCAN_IN: 1460.68427 ps
INPUT-INSTADDRPOINTER_REG_8__SCAN_IN: 1497.83347 ps
INPUT-INSTADDRPOINTER_REG_9__SCAN_IN: 1534.98266 ps
INPUT-INSTADDRPOINTER_REG_10__SCAN_IN: 1572.13186 ps
INPUT-INSTADDRPOINTER_REG_11__SCAN_IN: 1609.28105 ps
INPUT-INSTADDRPOINTER_REG_12__SCAN_IN: 1646.43025 ps
INPUT-INSTADDRPOINTER_REG_13__SCAN_IN: 1663.12268 ps
INPUT-INSTADDRPOINTER_REG_14__SCAN_IN: 1701.20452 ps
INPUT-INSTADDRPOINTER_REG_15__SCAN_IN: 1705.98491 ps
INPUT-INSTADDRPOINTER_REG_16__SCAN_IN: 1744.06675 ps
INPUT-INSTADDRPOINTER_REG_17__SCAN_IN: 1748.84713 ps
INPUT-INSTADDRPOINTER_REG_18__SCAN_IN: 1812.74057 ps
INPUT-INSTADDRPOINTER_REG_19__SCAN_IN: 1849.89086 ps
INPUT-INSTADDRPOINTER_REG_20__SCAN_IN: 1887.04006 ps
INPUT-INSTADDRPOINTER_REG_21__SCAN_IN: 1924.18926 ps
INPUT-INSTADDRPOINTER_REG_22__SCAN_IN: 1961.33845 ps
INPUT-INSTADDRPOINTER_REG_23__SCAN_IN: 1998.48765 ps
INPUT-INSTADDRPOINTER_REG_24__SCAN_IN: 2035.63684 ps
INPUT-INSTADDRPOINTER_REG_25__SCAN_IN: 2072.78603 ps
INPUT-INSTADDRPOINTER_REG_26__SCAN_IN: 2109.93523 ps
INPUT-INSTADDRPOINTER_REG_27__SCAN_IN: 2139.19888 ps
INPUT-INSTADDRPOINTER_REG_28__SCAN_IN: 2177.37759 ps
INPUT-INSTADDRPOINTER_REG_29__SCAN_IN: 2195.57706 ps
INPUT-INSTADDRPOINTER_REG_30__SCAN_IN: 2200.35744 ps
INPUT-INSTADDRPOINTER_REG_31__SCAN_IN: 1983.11424 ps
INPUT-PHYADDRPOINTER_REG_0__SCAN_IN: 1656.11720 ps
INPUT-PHYADDRPOINTER_REG_1__SCAN_IN: 1287.91118 ps
INPUT-PHYADDRPOINTER_REG_2__SCAN_IN: 1287.91118 ps
INPUT-PHYADDRPOINTER_REG_3__SCAN_IN: 1287.91118 ps
INPUT-PHYADDRPOINTER_REG_4__SCAN_IN: 1287.91118 ps
INPUT-PHYADDRPOINTER_REG_5__SCAN_IN: 1287.91118 ps
INPUT-PHYADDRPOINTER_REG_6__SCAN_IN: 1332.37641 ps
INPUT-PHYADDRPOINTER_REG_7__SCAN_IN: 1332.37641 ps
INPUT-PHYADDRPOINTER_REG_8__SCAN_IN: 1375.35456 ps
INPUT-PHYADDRPOINTER_REG_9__SCAN_IN: 1375.35456 ps
INPUT-PHYADDRPOINTER_REG_10__SCAN_IN: 1418.21725 ps
INPUT-PHYADDRPOINTER_REG_11__SCAN_IN: 1418.21725 ps
INPUT-PHYADDRPOINTER_REG_12__SCAN_IN: 1461.07948 ps
INPUT-PHYADDRPOINTER_REG_13__SCAN_IN: 1461.07948 ps
INPUT-PHYADDRPOINTER_REG_14__SCAN_IN: 1503.94171 ps
INPUT-PHYADDRPOINTER_REG_15__SCAN_IN: 1503.94171 ps
INPUT-PHYADDRPOINTER_REG_16__SCAN_IN: 1546.80394 ps
INPUT-PHYADDRPOINTER_REG_17__SCAN_IN: 1546.80394 ps
INPUT-PHYADDRPOINTER_REG_18__SCAN_IN: 1589.66616 ps
INPUT-PHYADDRPOINTER_REG_19__SCAN_IN: 1589.66616 ps
INPUT-PHYADDRPOINTER_REG_20__SCAN_IN: 1632.52839 ps
INPUT-PHYADDRPOINTER_REG_21__SCAN_IN: 1632.52839 ps
INPUT-PHYADDRPOINTER_REG_22__SCAN_IN: 1675.39062 ps
INPUT-PHYADDRPOINTER_REG_23__SCAN_IN: 1675.39062 ps
INPUT-PHYADDRPOINTER_REG_24__SCAN_IN: 1718.25285 ps
INPUT-PHYADDRPOINTER_REG_25__SCAN_IN: 1718.25285 ps
INPUT-PHYADDRPOINTER_REG_26__SCAN_IN: 1785.74257 ps
INPUT-PHYADDRPOINTER_REG_27__SCAN_IN: 1822.89286 ps
INPUT-PHYADDRPOINTER_REG_28__SCAN_IN: 1860.04206 ps
INPUT-PHYADDRPOINTER_REG_29__SCAN_IN: 1897.19126 ps
INPUT-PHYADDRPOINTER_REG_30__SCAN_IN: 1923.28057 ps
INPUT-PHYADDRPOINTER_REG_31__SCAN_IN: 1972.29298 ps
INPUT-LWORD_REG_15__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_14__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_13__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_12__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_11__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_10__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_9__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_8__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_7__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_6__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_5__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_4__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_3__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_2__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_1__SCAN_IN: 2407.20330 ps
INPUT-LWORD_REG_0__SCAN_IN: 2407.20330 ps
INPUT-UWORD_REG_14__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_13__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_12__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_11__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_10__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_9__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_8__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_7__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_6__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_5__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_4__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_3__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_2__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_1__SCAN_IN: 2400.60108 ps
INPUT-UWORD_REG_0__SCAN_IN: 2400.60108 ps
INPUT-DATAO_REG_0__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_1__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_2__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_3__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_4__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_5__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_6__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_7__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_8__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_9__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_10__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_11__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_12__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_13__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_14__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_15__SCAN_IN: 2407.04559 ps
INPUT-DATAO_REG_16__SCAN_IN: 2400.54093 ps
INPUT-DATAO_REG_17__SCAN_IN: 2400.54093 ps
INPUT-DATAO_REG_18__SCAN_IN: 2400.54093 ps
